exchange,source_name,source_path,stock_code,stock_abbr,report_date,report_year,report_period,report_type
SSE,600671_20250828_UMG8.pdf,正式数据/附件2：财务报告/reports-上交所/600671_20250828_UMG8.pdf,600671,天目药业,20250828,2025,半年度,摘要
SSE,600671_20251029_AR92.pdf,正式数据/附件2：财务报告/reports-上交所/600671_20251029_AR92.pdf,600671,天目药业,20251029,2025,第三季度,全文
SSE,600750_20230325_URQ7.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20230325_URQ7.pdf,600750,江中药业,20230325,2022,年度,摘要
SSE,600750_20230325_XP4Y.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20230325_XP4Y.pdf,600750,江中药业,20230325,2022,年度,全文
SSE,600750_20230427_MTAP.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20230427_MTAP.pdf,600750,江中药业,20230427,2023,第一季度,全文
SSE,600750_20230824_4OWY.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20230824_4OWY.pdf,600750,江中药业,20230824,2023,半年度,全文
SSE,600750_20230824_ZYAM.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20230824_ZYAM.pdf,600750,江中药业,20230824,2023,半年度,摘要
SSE,600750_20231028_LGBP.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20231028_LGBP.pdf,600750,江中药业,20231028,2023,第三季度,全文
SSE,600750_20240323_D2ZO.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20240323_D2ZO.pdf,600750,江中药业,20240323,2023,年度,全文
SSE,600750_20240323_POMA.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20240323_POMA.pdf,600750,江中药业,20240323,2023,年度,摘要
SSE,600750_20240427_MJGD.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20240427_MJGD.pdf,600750,江中药业,20240427,2024,第一季度,全文
SSE,600750_20240822_3NFD.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20240822_3NFD.pdf,600750,江中药业,20240822,2024,半年度,全文
SSE,600750_20240822_7WPA.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20240822_7WPA.pdf,600750,江中药业,20240822,2024,半年度,摘要
SSE,600750_20241026_QTSP.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20241026_QTSP.pdf,600750,江中药业,20241026,2024,第三季度,全文
SSE,600750_20250320_7GZ4.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20250320_7GZ4.pdf,600750,江中药业,20250320,2024,年度,全文
SSE,600750_20250320_EK8Y.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20250320_EK8Y.pdf,600750,江中药业,20250320,2024,年度,摘要
SSE,600750_20250426_5Q3Q.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20250426_5Q3Q.pdf,600750,江中药业,20250426,2025,第一季度,全文
SSE,600750_20250822_2DHJ.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20250822_2DHJ.pdf,600750,江中药业,20250822,2025,半年度,全文
SSE,600750_20250822_NT0E.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20250822_NT0E.pdf,600750,江中药业,20250822,2025,半年度,摘要
SSE,600750_20251025_YDOI.pdf,正式数据/附件2：财务报告/reports-上交所/600750_20251025_YDOI.pdf,600750,江中药业,20251025,2025,第三季度,全文
SSE,600771_20230422_7PR2.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20230422_7PR2.pdf,600771,广誉远,20230422,2022,年度,摘要
SSE,600771_20230422_NKU3.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20230422_NKU3.pdf,600771,广誉远,20230422,2022,年度,全文
SSE,600771_20230427_AYUN.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20230427_AYUN.pdf,600771,广誉远,20230427,2023,第一季度,全文
SSE,600771_20230830_TH8J.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20230830_TH8J.pdf,600771,广誉远,20230830,2023,半年度,摘要
SSE,600771_20230830_Y6W3.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20230830_Y6W3.pdf,600771,广誉远,20230830,2023,半年度,全文
SSE,600771_20231025_E2OJ.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20231025_E2OJ.pdf,600771,广誉远,20231025,2023,第三季度,全文
SSE,600771_20240430_7Z5H.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20240430_7Z5H.pdf,600771,广誉远,20240430,2023,年度,摘要
SSE,600771_20240430_FUIZ.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20240430_FUIZ.pdf,600771,广誉远,20240430,2023,年度,全文
SSE,600771_20240430_Q5W6.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20240430_Q5W6.pdf,600771,广誉远,20240430,2024,第一季度,全文
SSE,600771_20240823_4EPU.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20240823_4EPU.pdf,600771,广誉远,20240823,2024,半年度,摘要
SSE,600771_20240823_R3XX.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20240823_R3XX.pdf,600771,广誉远,20240823,2024,半年度,全文
SSE,600771_20241026_BJ2W.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20241026_BJ2W.pdf,600771,广誉远,20241026,2024,第三季度,全文
SSE,600771_20250425_3O6V.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20250425_3O6V.pdf,600771,广誉远,20250425,2024,年度,摘要
SSE,600771_20250425_NL2W.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20250425_NL2W.pdf,600771,广誉远,20250425,2024,年度,全文
SSE,600771_20250425_T30S.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20250425_T30S.pdf,600771,广誉远,20250425,2025,第一季度,全文
SSE,600771_20250819_AFRJ.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20250819_AFRJ.pdf,600771,广誉远,20250819,2025,半年度,摘要
SSE,600771_20250819_ZE7K.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20250819_ZE7K.pdf,600771,广誉远,20250819,2025,半年度,全文
SSE,600771_20251025_RSHN.pdf,正式数据/附件2：财务报告/reports-上交所/600771_20251025_RSHN.pdf,600771,广誉远,20251025,2025,第三季度,全文
SSE,600976_20230315_O766.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20230315_O766.pdf,600976,健民集团,20230315,2022,年度,摘要
SSE,600976_20230315_SISK.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20230315_SISK.pdf,600976,健民集团,20230315,2022,年度,全文
SSE,600976_20230418_IGTA.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20230418_IGTA.pdf,600976,健民集团,20230418,2023,第一季度,全文
SSE,600976_20230816_4XH3.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20230816_4XH3.pdf,600976,健民集团,20230816,2023,半年度,摘要
SSE,600976_20230816_ITZH.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20230816_ITZH.pdf,600976,健民集团,20230816,2023,半年度,全文
SSE,600976_20231021_TDO2.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20231021_TDO2.pdf,600976,健民集团,20231021,2023,第三季度,全文
SSE,600976_20240316_IVH8.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20240316_IVH8.pdf,600976,健民集团,20240316,2023,年度,全文
SSE,600976_20240316_KCQ6.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20240316_KCQ6.pdf,600976,健民集团,20240316,2023,年度,摘要
SSE,600976_20240420_N11X.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20240420_N11X.pdf,600976,健民集团,20240420,2024,第一季度,全文
SSE,600976_20240816_554L.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20240816_554L.pdf,600976,健民集团,20240816,2024,半年度,摘要
SSE,600976_20240816_VUPI.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20240816_VUPI.pdf,600976,健民集团,20240816,2024,半年度,全文
SSE,600976_20241019_74CB.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20241019_74CB.pdf,600976,健民集团,20241019,2024,第三季度,全文
SSE,600976_20250322_6V8L.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20250322_6V8L.pdf,600976,健民集团,20250322,2024,年度,全文
SSE,600976_20250322_WYY3.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20250322_WYY3.pdf,600976,健民集团,20250322,2024,年度,摘要
SSE,600976_20250419_J7YP.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20250419_J7YP.pdf,600976,健民集团,20250419,2025,第一季度,全文
SSE,600976_20250820_FGUI.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20250820_FGUI.pdf,600976,健民集团,20250820,2025,半年度,全文
SSE,600976_20250820_WSD8.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20250820_WSD8.pdf,600976,健民集团,20250820,2025,半年度,摘要
SSE,600976_20251022_GO8W.pdf,正式数据/附件2：财务报告/reports-上交所/600976_20251022_GO8W.pdf,600976,健民集团,20251022,2025,第三季度,全文
SSE,600993_20230408_UT9H.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20230408_UT9H.pdf,600993,马应龙,20230408,2022,年度,全文
SSE,600993_20230408_VYYL.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20230408_VYYL.pdf,600993,马应龙,20230408,2022,年度,摘要
SSE,600993_20230429_X9OP.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20230429_X9OP.pdf,600993,马应龙,20230429,2023,第一季度,全文
SSE,600993_20230826_72D1.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20230826_72D1.pdf,600993,马应龙,20230826,2023,半年度,摘要
SSE,600993_20230826_KCBK.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20230826_KCBK.pdf,600993,马应龙,20230826,2023,半年度,全文
SSE,600993_20231028_PVF9.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20231028_PVF9.pdf,600993,马应龙,20231028,2023,第三季度,全文
SSE,600993_20240413_9EMN.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20240413_9EMN.pdf,600993,马应龙,20240413,2023,年度,全文
SSE,600993_20240413_L68P.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20240413_L68P.pdf,600993,马应龙,20240413,2023,年度,摘要
SSE,600993_20240420_LS8O.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20240420_LS8O.pdf,600993,马应龙,20240420,2024,第一季度,全文
SSE,600993_20240824_14JI.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20240824_14JI.pdf,600993,马应龙,20240824,2024,半年度,全文
SSE,600993_20240824_6AYQ.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20240824_6AYQ.pdf,600993,马应龙,20240824,2024,半年度,摘要
SSE,600993_20241026_KKPE.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20241026_KKPE.pdf,600993,马应龙,20241026,2024,第三季度,全文
SSE,600993_20250403_2NUW.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20250403_2NUW.pdf,600993,马应龙,20250403,2024,年度,全文
SSE,600993_20250403_VFSG.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20250403_VFSG.pdf,600993,马应龙,20250403,2024,年度,摘要
SSE,600993_20250426_T0MS.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20250426_T0MS.pdf,600993,马应龙,20250426,2025,第一季度,全文
SSE,600993_20250829_80YB.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20250829_80YB.pdf,600993,马应龙,20250829,2025,半年度,摘要
SSE,600993_20250829_VFCJ.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20250829_VFCJ.pdf,600993,马应龙,20250829,2025,半年度,全文
SSE,600993_20251030_FH7N.pdf,正式数据/附件2：财务报告/reports-上交所/600993_20251030_FH7N.pdf,600993,马应龙,20251030,2025,第三季度,全文
SSE,603139_20230429_0D4H.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20230429_0D4H.pdf,603139,康惠制药,20230429,2022,年度,摘要
SSE,603139_20230429_3U66.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20230429_3U66.pdf,603139,康惠制药,20230429,2023,第一季度,全文
SSE,603139_20230429_6QJN.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20230429_6QJN.pdf,603139,康惠制药,20230429,2022,年度,全文
SSE,603139_20230831_HIJK.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20230831_HIJK.pdf,603139,康惠制药,20230831,2023,半年度,摘要
SSE,603139_20230831_LD4W.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20230831_LD4W.pdf,603139,康惠制药,20230831,2023,半年度,全文
SSE,603139_20231028_WS8D.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20231028_WS8D.pdf,603139,康惠制药,20231028,2023,第三季度,全文
SSE,603139_20240427_RN54.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20240427_RN54.pdf,603139,康惠制药,20240427,2024,第一季度,全文
SSE,603139_20240427_XND2.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20240427_XND2.pdf,603139,康惠制药,20240427,2023,年度,全文
SSE,603139_20240427_ZUFR.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20240427_ZUFR.pdf,603139,康惠制药,20240427,2023,年度,摘要
SSE,603139_20240830_1JDB.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20240830_1JDB.pdf,603139,康惠制药,20240830,2024,半年度,全文
SSE,603139_20240830_O1B3.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20240830_O1B3.pdf,603139,康惠制药,20240830,2024,半年度,摘要
SSE,603139_20241031_EYD9.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20241031_EYD9.pdf,603139,康惠制药,20241031,2024,第三季度,全文
SSE,603139_20250429_3IM9.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20250429_3IM9.pdf,603139,康惠制药,20250429,2025,第一季度,全文
SSE,603139_20250429_MGZZ.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20250429_MGZZ.pdf,603139,康惠制药,20250429,2024,年度,全文
SSE,603139_20250429_WE27.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20250429_WE27.pdf,603139,康惠制药,20250429,2024,年度,摘要
SSE,603139_20250827_35OE.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20250827_35OE.pdf,603139,康惠制药,20250827,2025,半年度,摘要
SSE,603139_20250827_LNLR.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20250827_LNLR.pdf,603139,康惠制药,20250827,2025,半年度,全文
SSE,603139_20251030_UTYP.pdf,正式数据/附件2：财务报告/reports-上交所/603139_20251030_UTYP.pdf,603139,康惠制药,20251030,2025,第三季度,全文
SSE,603439_20230415_BB48.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20230415_BB48.pdf,603439,贵州三力,20230415,2022,年度,摘要
SSE,603439_20230415_XDNU.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20230415_XDNU.pdf,603439,贵州三力,20230415,2022,年度,全文
SSE,603439_20230429_KSL8.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20230429_KSL8.pdf,603439,贵州三力,20230429,2023,第一季度,全文
SSE,603439_20230831_9923.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20230831_9923.pdf,603439,贵州三力,20230831,2023,半年度,全文
SSE,603439_20230831_QOJ3.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20230831_QOJ3.pdf,603439,贵州三力,20230831,2023,半年度,摘要
SSE,603439_20231028_GEY1.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20231028_GEY1.pdf,603439,贵州三力,20231028,2023,第三季度,全文
SSE,603439_20240427_QP0A.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20240427_QP0A.pdf,603439,贵州三力,20240427,2023,年度,全文
SSE,603439_20240427_S537.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20240427_S537.pdf,603439,贵州三力,20240427,2023,年度,摘要
SSE,603439_20240427_TPCJ.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20240427_TPCJ.pdf,603439,贵州三力,20240427,2024,第一季度,全文
SSE,603439_20240829_H8UE.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20240829_H8UE.pdf,603439,贵州三力,20240829,2024,半年度,全文
SSE,603439_20240829_M2UL.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20240829_M2UL.pdf,603439,贵州三力,20240829,2024,半年度,摘要
SSE,603439_20241029_TZRY.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20241029_TZRY.pdf,603439,贵州三力,20241029,2024,第三季度,全文
SSE,603439_20250423_2M0E.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20250423_2M0E.pdf,603439,贵州三力,20250423,2024,年度,摘要
SSE,603439_20250423_4MPF.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20250423_4MPF.pdf,603439,贵州三力,20250423,2025,第一季度,全文
SSE,603439_20250423_7A0J.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20250423_7A0J.pdf,603439,贵州三力,20250423,2024,年度,全文
SSE,603439_20250828_00T0.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20250828_00T0.pdf,603439,贵州三力,20250828,2025,半年度,摘要
SSE,603439_20250828_3CFT.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20250828_3CFT.pdf,603439,贵州三力,20250828,2025,半年度,全文
SSE,603439_20251028_T6J6.pdf,正式数据/附件2：财务报告/reports-上交所/603439_20251028_T6J6.pdf,603439,贵州三力,20251028,2025,第三季度,全文
SSE,603567_20230429_MIIG.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20230429_MIIG.pdf,603567,珍宝岛,20230429,2022,年度,摘要
SSE,603567_20230429_USN4.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20230429_USN4.pdf,603567,珍宝岛,20230429,2023,第一季度,全文
SSE,603567_20230429_WTU3.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20230429_WTU3.pdf,603567,珍宝岛,20230429,2022,年度,全文
SSE,603567_20230824_8R9J.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20230824_8R9J.pdf,603567,珍宝岛,20230824,2023,半年度,摘要
SSE,603567_20230824_H99T.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20230824_H99T.pdf,603567,珍宝岛,20230824,2023,半年度,全文
SSE,603567_20231028_XFP9.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20231028_XFP9.pdf,603567,珍宝岛,20231028,2023,第三季度,全文
SSE,603567_20240430_FV7M.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20240430_FV7M.pdf,603567,珍宝岛,20240430,2024,第一季度,全文
SSE,603567_20240430_KL08.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20240430_KL08.pdf,603567,珍宝岛,20240430,2023,年度,摘要
SSE,603567_20240430_YU0F.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20240430_YU0F.pdf,603567,珍宝岛,20240430,2023,年度,全文
SSE,603567_20240827_51YQ.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20240827_51YQ.pdf,603567,珍宝岛,20240827,2024,半年度,全文
SSE,603567_20240827_FSDP.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20240827_FSDP.pdf,603567,珍宝岛,20240827,2024,半年度,摘要
SSE,603567_20241030_XMXF.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20241030_XMXF.pdf,603567,珍宝岛,20241030,2024,第三季度,全文
SSE,603567_20250430_X368.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20250430_X368.pdf,603567,珍宝岛,20250430,2025,第一季度,全文
SSE,603567_20250430_X3LV.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20250430_X3LV.pdf,603567,珍宝岛,20250430,2024,年度,摘要
SSE,603567_20250430_YIVD.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20250430_YIVD.pdf,603567,珍宝岛,20250430,2024,年度,全文
SSE,603567_20250828_3OQX.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20250828_3OQX.pdf,603567,珍宝岛,20250828,2025,半年度,摘要
SSE,603567_20250828_GQTU.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20250828_GQTU.pdf,603567,珍宝岛,20250828,2025,半年度,全文
SSE,603567_20251028_CQXN.pdf,正式数据/附件2：财务报告/reports-上交所/603567_20251028_CQXN.pdf,603567,珍宝岛,20251028,2025,第三季度,全文
SSE,603858_20230428_6PPA.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20230428_6PPA.pdf,603858,步长制药,20230428,2023,第一季度,全文
SSE,603858_20230428_JFSE.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20230428_JFSE.pdf,603858,步长制药,20230428,2022,年度,全文
SSE,603858_20230428_XUZT.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20230428_XUZT.pdf,603858,步长制药,20230428,2022,年度,摘要
SSE,603858_20230826_GZN7.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20230826_GZN7.pdf,603858,步长制药,20230826,2023,半年度,摘要
SSE,603858_20230826_O3C7.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20230826_O3C7.pdf,603858,步长制药,20230826,2023,半年度,全文
SSE,603858_20231028_M4IX.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20231028_M4IX.pdf,603858,步长制药,20231028,2023,第三季度,全文
SSE,603858_20240426_5M47.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20240426_5M47.pdf,603858,步长制药,20240426,2023,年度,全文
SSE,603858_20240426_LSCD.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20240426_LSCD.pdf,603858,步长制药,20240426,2023,年度,摘要
SSE,603858_20240426_VREN.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20240426_VREN.pdf,603858,步长制药,20240426,2024,第一季度,全文
SSE,603858_20240828_VPYT.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20240828_VPYT.pdf,603858,步长制药,20240828,2024,半年度,摘要
SSE,603858_20240828_Y4NH.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20240828_Y4NH.pdf,603858,步长制药,20240828,2024,半年度,全文
SSE,603858_20241029_HXXQ.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20241029_HXXQ.pdf,603858,步长制药,20241029,2024,第三季度,全文
SSE,603858_20250426_3KDM.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20250426_3KDM.pdf,603858,步长制药,20250426,2025,第一季度,全文
SSE,603858_20250426_XDK6.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20250426_XDK6.pdf,603858,步长制药,20250426,2024,年度,摘要
SSE,603858_20250426_YFCQ.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20250426_YFCQ.pdf,603858,步长制药,20250426,2024,年度,全文
SSE,603858_20250828_J8CS.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20250828_J8CS.pdf,603858,步长制药,20250828,2025,半年度,摘要
SSE,603858_20250828_YYBD.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20250828_YYBD.pdf,603858,步长制药,20250828,2025,半年度,全文
SSE,603858_20251030_UOZJ.pdf,正式数据/附件2：财务报告/reports-上交所/603858_20251030_UOZJ.pdf,603858,步长制药,20251030,2025,第三季度,全文
SSE,603896_20230419_3OTV.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20230419_3OTV.pdf,603896,寿仙谷,20230419,2022,年度,摘要
SSE,603896_20230419_WHL7.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20230419_WHL7.pdf,603896,寿仙谷,20230419,2022,年度,全文
SSE,603896_20230428_QP3R.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20230428_QP3R.pdf,603896,寿仙谷,20230428,2023,第一季度,全文
SSE,603896_20230825_4VAY.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20230825_4VAY.pdf,603896,寿仙谷,20230825,2023,半年度,摘要
SSE,603896_20230825_A8CF.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20230825_A8CF.pdf,603896,寿仙谷,20230825,2023,半年度,全文
SSE,603896_20231027_X3XU.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20231027_X3XU.pdf,603896,寿仙谷,20231027,2023,第三季度,全文
SSE,603896_20240426_3F5Z.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20240426_3F5Z.pdf,603896,寿仙谷,20240426,2023,年度,摘要
SSE,603896_20240426_KVY9.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20240426_KVY9.pdf,603896,寿仙谷,20240426,2023,年度,全文
SSE,603896_20240426_WRI4.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20240426_WRI4.pdf,603896,寿仙谷,20240426,2024,第一季度,全文
SSE,603896_20240828_F03W.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20240828_F03W.pdf,603896,寿仙谷,20240828,2024,半年度,摘要
SSE,603896_20240828_L2CZ.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20240828_L2CZ.pdf,603896,寿仙谷,20240828,2024,半年度,全文
SSE,603896_20241029_6MNW.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20241029_6MNW.pdf,603896,寿仙谷,20241029,2024,第三季度,全文
SSE,603896_20250418_MQVY.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20250418_MQVY.pdf,603896,寿仙谷,20250418,2024,年度,摘要
SSE,603896_20250418_WIMV.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20250418_WIMV.pdf,603896,寿仙谷,20250418,2024,年度,全文
SSE,603896_20250425_SAJA.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20250425_SAJA.pdf,603896,寿仙谷,20250425,2025,第一季度,全文
SSE,603896_20250828_E9WR.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20250828_E9WR.pdf,603896,寿仙谷,20250828,2025,半年度,摘要
SSE,603896_20250828_R2P9.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20250828_R2P9.pdf,603896,寿仙谷,20250828,2025,半年度,全文
SSE,603896_20251029_71SM.pdf,正式数据/附件2：财务报告/reports-上交所/603896_20251029_71SM.pdf,603896,寿仙谷,20251029,2025,第三季度,全文
SSE,603998_20230331_2M4M.pdf,正式数据/附件2：财务报告/reports-上交所/603998_20230331_2M4M.pdf,603998,方盛制药,20230331,2022,年度,全文
SSE,603998_20230331_79SF.pdf,正式数据/附件2：财务报告/reports-上交所/603998_20230331_79SF.pdf,603998,方盛制药,20230331,2022,年度,全文
SSE,603998_20230421_3TUN.pdf,正式数据/附件2：财务报告/reports-上交所/603998_20230421_3TUN.pdf,603998,方盛制药,20230421,2023,第一季度,全文
SSE,603998_20230831_1VR2.pdf,正式数据/附件2：财务报告/reports-上交所/603998_20230831_1VR2.pdf,603998,方盛制药,20230831,2023,半年度,全文
SSE,603998_20230831_DTLO.pdf,正式数据/附件2：财务报告/reports-上交所/603998_20230831_DTLO.pdf,603998,方盛制药,20230831,2023,半年度,摘要
SSE,603998_20231026_86LZ.pdf,正式数据/附件2：财务报告/reports-上交所/603998_20231026_86LZ.pdf,603998,方盛制药,20231026,2023,第三季度,全文
SSE,603998_20240420_TRTJ.pdf,正式数据/附件2：财务报告/reports-上交所/603998_20240420_TRTJ.pdf,603998,方盛制药,20240420,2023,年度,全文
SSE,603998_20240420_US5R.pdf,正式数据/附件2：财务报告/reports-上交所/603998_20240420_US5R.pdf,603998,方盛制药,20240420,2023,年度,全文
SSE,603998_20240420_V9GV.pdf,正式数据/附件2：财务报告/reports-上交所/603998_20240420_V9GV.pdf,603998,方盛制药,20240420,2024,第一季度,全文
SSE,603998_20240829_9WJD.pdf,正式数据/附件2：财务报告/reports-上交所/603998_20240829_9WJD.pdf,603998,方盛制药,20240829,2024,半年度,全文
