serial_number,stock_code,stock_abbr,net_cash_flow,net_cash_flow_yoy_growth,operating_cf_net_amount,operating_cf_ratio_of_net_cf,operating_cf_cash_from_sales,investing_cf_net_amount,investing_cf_ratio_of_net_cf,investing_cf_cash_for_investments,investing_cf_cash_from_investment_recovery,financing_cf_cash_from_borrowing,financing_cf_cash_for_debt_repayment,financing_cf_net_amount,financing_cf_ratio_of_net_cf,report_period,report_year
402,600572,康恩贝,-110875.07290099999,-941.0057821251958,101252.932614,-91.32163791622345,663091.639676,-21150.433822,19.075914241684565,29062.656788999997,2595.849057,75026.57940399999,156128.667782,-191488.585737,172.70661540667444,2024FY,2024
404,600572,康恩贝,-53678.185835000004,-226.96380465078985,15067.218896,-28.069538233491603,150706.24803299998,-51997.609545,96.86916339690413,2601.74825,2595.6,4360.0,20895.208959,-16848.243769,31.38750594289715,2025Q1,2025
406,600572,康恩贝,-51646.104570999996,58.327399633894764,40026.719425999996,-77.50191376190558,327367.150691,-40978.553717,79.34490714718885,5718.285761,2107.81255,12077.966219,24048.079404,-52723.777495,102.08664899889688,2025H1,2025
408,600572,康恩贝,-52418.016349,70.07432063633239,53153.455939,-101.40302827391146,478667.01525,-61333.46174299999,117.00836089378282,8408.298145,2107.81255,23278.60936,27226.8521,-44509.115183999995,84.91186482078525,2025Q3,2025
410,600594,益佰制药,9465.014438,15.840995361963838,5879.466469,62.11788167374795,66416.317097,-3209.398753,-33.90801751041133,3210.055378,0.0001,16800.0,8576.015717,6794.946722,71.79013583666335,2023Q1,2023
413,600594,益佰制药,20639.021412000002,186.54792055699878,34529.914463,167.30402945811915,293011.34596199996,-30777.781215,-149.12422735849816,32292.41068,0.0001,89570.24871799999,73540.48530900001,16886.888164,81.82019790037901,2022FY,2022
414,600594,益佰制药,8625.792191,-79.67041089321198,20230.302059,234.5326853585453,152304.01872999998,-12341.772142,-143.07986870906984,7349.446067,0.0001,21800.0,19300.760451,737.262274,8.547183350524564,2023H1,2023
416,600594,益佰制药,9657.76719,-81.49641347457649,34315.529285000004,355.3153499137103,225011.894525,-10243.935509,-106.06939789982657,10291.937555,5000.0,53000.0,64431.931757000006,-14413.826586000001,-149.24595201388365,2023Q3,2023
418,600594,益佰制药,11032.532758,-46.54527199828655,37760.981256,342.26937806840823,304534.503463,-11559.427336,-104.77582609141074,13038.239781999999,5000.0,73032.0,83700.222516,-15169.021162000001,-137.49355197699745,2023FY,2023
420,600594,益佰制药,7113.120209999999,-24.84828991446279,9575.454897,134.6168012673021,76433.833563,-1064.881638,-14.970668378455537,2215.732631,0.0,14800.0,14941.886895,-1397.453049,-19.64613288884654,2024Q1,2024
422,600594,益佰制药,3754.335662,-56.47546823679329,20309.674436,540.9658662534368,146440.507226,-3681.7570140000003,-98.06680450193588,4833.359007,1.300741,23878.418337,26536.614944999998,-12873.58176,-342.8990617515009,2024H1,2024
424,600594,益佰制药,-8780.442714,-190.91586638256913,19980.332261000003,-227.5549526579373,202608.984106,-5638.590448,64.21760988212513,6867.692440999999,1.300741,38000.0,49830.385541,-23120.931327000002,263.32307014696164,2024Q3,2024
426,600594,益佰制药,-6393.27525,-189.88003943771395,752.635213,-11.772294849967551,51815.76251,-664.883276,10.399728621100742,667.131956,0.0,22299.99995,27735.187142000002,-6480.90233,101.37061328620256,2025Q1,2025
428,600594,益佰制药,-17667.340799,-260.1385754888325,-10721.336919,60.68449712368057,249896.250856,-10383.682859,58.77332065495523,9632.110852,1.300741,56000.0,59624.933514,-15970.636719,90.396381100567,2024FY,2024
431,600594,益佰制药,17413.944679,363.8355822910967,17055.282568000002,97.9403741219385,118675.04393599999,-1374.770341,-7.8946520523743065,1377.019021,1.300741,40299.99995,36326.0,1733.9879629999998,9.957467965836988,2025H1,2025
432,600594,益佰制药,7268.829194,182.7843131692004,20379.822534,280.37283570815464,169142.270713,-2296.7099350000003,-31.596696987952367,2085.021257,1.300741,42799.99995,50568.883383,-10813.780054,-148.76921393236415,2025Q3,2025
434,600613,神奇制药,16082.335061000002,,31923.240336000003,198.49878898129992,247894.777463,5680.767259,35.323025154325876,2664.177607,30.0,2378.086401,4103.8,-13393.4746,-83.28065886700405,2022FY,2022
437,600613,神奇制药,-832.2096889999999,-121.13517415031919,2348.355588,-282.1831587687752,46651.576456,-2357.366745,283.2659576257349,358.36674500000004,0.0,1585.713599,1700.0,-823.198532,98.9172011430403,2023Q1,2023
438,600613,神奇制药,6105.257762,32.40813088144474,14235.432859,233.16677876572837,104678.10102799999,-2749.778003,-45.03950709689954,762.620003,30.0,2085.7135989999997,3601.9,-5380.397094,-88.12727166882884,2023H1,2023
441,600613,神奇制药,5195.430851,-62.086436399744,16549.883899,318.54689964383863,151376.037225,-3077.1067789999997,-59.22717224516092,0.0,30.0,2585.7135989999997,3801.9,-8277.346269,-159.31972739867768,2023Q3,2023
443,600613,神奇制药,4165.1088,600.4879004719207,4280.677133,102.7746774105877,47465.608852,-224.808146,-5.397413532150709,0.0,0.0,1522.2,721.029167,109.23981299999998,2.6227361215630185,2024Q1,2024
444,600613,神奇制药,5972.275234000001,-62.864377521378145,21559.035594999998,360.9852987394987,212400.151114,-3974.614619,-66.55109591019226,2451.344398,30.0,2885.7135989999997,7484.1,-11612.151426999999,-194.4342980191592,2023FY,2023
446,600613,神奇制药,4936.708147,-19.14005371359126,12291.394968,248.9795750933623,96117.25961699999,-575.999715,-11.667688221553682,577.385515,0.0,2822.2,2951.029167,-6778.769425,-137.31355435948564,2024H1,2024
449,600613,神奇制药,13925.623009,168.03596098906104,18104.148429,130.0060213988233,140069.066139,-1585.291639,-11.383990777112384,1667.247136,0.0,2822.2,3251.029167,-2575.003272,-18.491117204133698,2024Q3,2024
451,600613,神奇制药,-418.16597,-110.0397370171939,-2877.479816,688.1190776953945,37548.448065,-1261.8745390000001,301.7640433534082,0.0,0.0,1522.2,1023.692222,3721.188385,-889.8831210488026,2025Q1,2025
453,600613,神奇制药,6510.440314,9.011056237600046,20778.551612,319.1573935071329,198798.770604,5448.705427000001,83.69181137077851,3639.2813950000004,1503.270757,3200.0,5957.8,-10757.808894,-165.2393444244699,2024FY,2024
455,600613,神奇制药,-9786.077929000001,-298.2308379916468,4747.41146,-48.51189101950181,89867.338976,7775.166029999999,-79.45129894131664,1765.7323920000001,2000.0,2822.2,4349.692222,-10865.526038,111.03044668999793,2025H1,2025
457,600613,神奇制药,-16830.598547,-220.86065044359268,15730.775734,-93.46533749272963,125794.26514300001,-21323.837006,126.6968429343287,25000.0,6000.0,2822.2,4349.692222,-11238.12799,66.77200432662663,2025Q3,2025
458,600671,天目药业,-1558.2481779999998,-98.71866133863085,-1198.942441,76.94168733371046,2233.761136,-114.5979,7.354277811323069,114.5979,0.0,4945.0,4945.0,-244.707837,15.704034854966476,2023Q1,2023
460,600671,天目药业,3088.704669,683.5470132596289,-1937.052089,-62.714059665249266,13021.390797,-579.798636,-18.771578967040437,351.62048799999997,0.0,11045.0,11255.0,5605.555394,181.4856386322897,2022FY,2022
462,600671,天目药业,-3586.7712070000002,-690.3163129603337,-1441.237941,40.18204278508919,5008.242845000001,-247.93707999999998,6.912542386760605,247.93707999999998,0.0,4945.0,4945.0,-313.72921099999996,8.746842017347552,2023H1,2023
464,600671,天目药业,5855.391502,715.5268387696907,-2888.2242079999996,-49.325894041644894,8813.506551999999,-427.049381,-7.293267766196925,423.16254000000004,0.0,19245.0,10245.0,9170.665090999999,156.61916180784178,2023Q3,2023
466,600671,天目药业,5557.011608,79.9139834822453,-2042.8820920000003,-36.76224266040799,13360.963063,-882.6410050000001,-15.88337522508195,895.5521640000001,0.0,10245.0,10255.5,8482.534705,152.64561788548994,2023FY,2023
468,600671,天目药业,-4204.191896,-169.80245864275935,-357.372368,8.50038192452669,3729.43431,-305.765762,7.272878345322799,85.765762,0.0,7245.0,10275.5,-3541.0537659999995,84.22673973015048,2024Q1,2024
470,600671,天目药业,-4568.636431,-27.37462657455752,-1720.2333390000001,37.65310207937621,7612.082106,-997.7465060000001,21.839043685549075,366.960462,372.3,9545.0,12545.0,-758.047503,16.59242346045198,2024H1,2024
472,600671,天目药业,-8346.032098,-242.53585085043898,-3895.705921,46.67734170269423,12212.899323,-1857.107909,22.251387092616476,1226.3218650000001,0.0,11045.0,12545.0,-2593.218268,31.0712712046893,2024Q3,2024
474,600671,天目药业,-5049.862095,-190.87370067268,-3667.4445600000004,72.62464778258465,19805.647486,-2686.107475,53.19169958442201,2055.321431,0.0,500.0,12545.0,1303.68994,-25.81634736700666,2024FY,2024
476,600671,天目药业,-2320.8962109999998,44.79566422245918,-965.2306070000001,41.58870191718368,4361.876657,-815.4082099999999,35.133333672369034,465.92360999999994,0.0,5939.68,6128.0,-540.2573940000001,23.27796441044731,2025Q1,2025
478,600671,天目药业,-3309.976638,27.550009986776292,-1097.762089,33.165251875110066,10855.238691,-2550.0,77.03981867197697,1960.7620510000002,0.0,9002.3,8428.0,-262.919895,7.943255308256952,2025H1,2025
481,600671,天目药业,-4136.549942000001,50.43692747130385,-3083.10888,74.53334114731692,13781.158519,-2663.669331,64.39350106606302,2666.345466,0.0,11875.28,8928.0,1610.228269,-38.92684221337995,2025Q3,2025
482,600750,江中药业,36171.56678,154.06689390784595,101598.941627,280.8806769276473,411902.049376,7942.4960439999995,21.957843552388137,34564.066705000005,363122.474492,3000.0,3000.0,-73369.870891,-202.83852048003547,2022FY,2022
484,600750,江中药业,-5755.89693,-134.97950827431717,6189.143084,-107.5269963876855,117819.326122,-11945.040014,207.52699638768547,5836.538165,75900.0,0.0,0.0,-29.964347999999998,0.5205852079078143,2023Q1,2023
486,600750,江中药业,16162.652353,-49.07825130996872,53030.693921,328.10638231142065,241581.986223,4234.811807,26.20121818195244,9606.463866,124900.0,0.0,0.0,-41102.853375,-254.30760049337303,2023H1,2023
488,600750,江中药业,-36583.846535000004,-254.1293547912025,57097.050520000004,-156.0717527758457,318536.735719,-51809.763258,141.61923407488948,15315.254109,159600.0,0.0,0.0,-41871.133797,114.4525187009562,2023Q3,2023
490,600750,江中药业,9181.67295,-74.61632501062483,103589.956395,1128.2252913942007,472751.232378,-12703.498195999999,-138.35711928728628,20887.867324000003,188015.176358,3000.0,3000.0,-81704.78524900001,-889.8681721069144,2023FY,2023
492,600750,江中药业,1477.310488,125.66603443331637,8258.541266,559.025427158546,88256.308012,-6726.157094,-455.29745768649815,5546.034964,33000.0,0.0,0.0,-55.073684,-3.727969472047774,2024Q1,2024
494,600750,江中药业,17044.607558,5.0779355599286,47589.989195999995,279.20847713307023,216135.056143,19258.758325,112.99032998832979,9021.859881999999,67500.0,0.0,0.0,-44718.380831,-262.3608709020181,2024H1,2024
497,600750,江中药业,-8473.552988,76.83279667162533,44296.089268,-522.7569749163172,289227.777085,-7961.095321,93.95226928154308,14807.593531999999,94015.0,0.0,0.0,-44808.546935000006,528.8047056347741,2024Q3,2024
498,600750,江中药业,978.3412539999999,-89.34462968428865,78625.25489099999,8036.587905246404,435467.002838,21769.509069,2225.1447518945165,29076.742488,125515.0,0.0,0.0,-85743.858794,-8764.207626268617,2024FY,2024
500,600750,江中药业,4710.705961,218.85961478347045,17674.336023,375.19505928253795,104577.175584,-12957.822056,-275.07176553319164,4690.704640999999,18000.0,0.0,0.0,-5.808006,-0.12329374934637319,2025Q1,2025
502,600750,江中药业,-5106.32372,-127.227243884317,47924.980772,-938.5417650724268,259716.98860399998,-32802.341370999995,642.3866399719757,10803.97006,75700.0,0.0,0.0,-37482.749876,734.0457035497154,2025H1,2025
505,600750,江中药业,11501.413529000001,235.97664473789638,97377.430208,846.6561954534518,363658.450528,-48042.029238999996,-417.7054334918522,20350.188105,109800.0,0.0,0.0,-37833.98744,-328.95076196159954,2025Q3,2025
507,600771,广誉远,14947.215308,421.42772209480324,25342.620596,169.54743792602093,125610.40052000001,-740.942708,-4.957061852206244,866.583426,20.0,35500.0,25806.0,-10298.87243,-68.90161289432868,2022FY,2022
509,600771,广誉远,2994.3777,19.26128572965129,13623.857527000002,454.9812646213603,34061.115531,-24.27564,-0.8107073466383348,82.44324499999999,35.167605,5600.0,7000.0,-10605.204187000001,-354.17055727472194,2023Q1,2023
510,600771,广誉远,2664.696888,-21.350254615393,27852.949729000004,1045.2577122160096,75322.583428,106.513599,3.997212571518566,112.948683,35.167605,5600.0,20510.0,-25683.483019,-963.8425719135677,2023H1,2023
513,600771,广誉远,-1809.438741,57.28235159854859,35951.591152999994,-1986.891865326763,110083.73770499999,-27.167021000000002,1.501405954477682,159.571062,35.167605,5600.0,23510.0,-37733.862873000005,2085.390459372286,2023Q3,2023
514,600771,广誉远,1300.376382,-90.9082425415172,6556.744713,504.2189941127368,153502.14488,-118.528801,-9.114961071324657,251.14484199999998,35.167605,5600.0,23520.0,-20131.088357,-1548.0970460289398,2023FY,2023
516,600771,广誉远,12649.699524,322.44836127386327,12941.172198,102.3041865417198,42744.33,118.645705,0.9379329902255472,37.846281,156.491986,-5600.0,-7000.0,-410.118379,-3.2421195319453346,2024Q1,2024
518,600771,广誉远,-9118.052382,-516.5544546010764,16225.769752000002,-177.95214451752207,86349.721025,-59.189209,0.6491431121501973,219.981195,156.491986,-5600.0,24560.0,-25284.632925,277.30300140537184,2024H1,2024
520,600771,广誉远,-12095.187590000001,-568.4496864102459,13605.378523,-112.48588268485051,116005.009678,-230.01780899999997,1.901729983834008,390.809795,156.491986,-5600.0,24560.0,-25470.548304,210.5841527010165,2024Q3,2024
522,600771,广誉远,-14156.418502,,23449.183084,-165.64347176291184,143489.821287,-34919.615231,246.66984255987208,878.023192,156.491986,-5600.0,24560.0,-24678.329135,174.3260778247936,2024FY,2024
525,600771,广誉远,11591.787202,-8.363141906990329,13421.082274,115.78095801900487,38324.277998000005,-1117.71713,-9.642319260373876,120.06048799999999,-156.491986,0.0,0.0,-711.577942,-6.138638758631001,2025Q1,2025
526,600771,广誉远,22745.69249,349.45779577777387,24605.883026,108.17821016800355,79359.989286,-1146.151044,-5.038980653167179,261.876172,156.491986,0.0,24560.0,-714.039492,-3.139229514836371,2025H1,2025
528,600771,广誉远,17971.169491,248.58115558172997,20128.492731,112.00435642811333,109276.170479,-1265.1299960000001,-7.039775550687338,380.85512400000005,156.491986,0.0,24560.0,-892.1932439999999,-4.964580877425991,2025Q3,2025
531,600976,健民集团,-11677.173136,-154.3903151205711,27710.19291,-237.30223562902566,363134.921076,-14319.593831999999,122.62894165586687,6796.414917,862.5678210000001,10350.0,12600.0,-18944.105675,162.23194992798813,2022FY,2022
534,600976,健民集团,15615.600553,693.7341537322402,-6683.877427,-42.8025640404584,78257.33427,15847.538412,101.48529579898509,1237.033382,,5594.506342000001,-100.0,6451.939568,41.31726824147331,2023Q1,2023
535,600976,健民集团,20159.70592,301.59515688762104,7889.439155,39.13469366223771,203517.530573,19053.573911000003,94.51315404406456,2844.707344,,7594.506342000001,1000.0,-6783.307145999999,-33.64784770630225,2023H1,2023
538,600976,健民集团,-5288.883474,52.30744712731803,16788.987162999998,-317.4391579155445,304562.05912600004,-17266.706375,326.47167327249,4030.7273149999996,-862.5678210000001,7944.506342000001,1350.0,-4811.164261999999,90.96748464305453,2023Q3,2023
539,600976,健民集团,10538.549944,190.24915380855583,26838.966131,254.67418452839854,423428.391017,-7730.851287,-73.35782748177296,6450.155242,2576.203959,7944.506342000001,2250.0,-8569.5649,-81.31635704662557,2023FY,2023
541,600976,健民集团,-539.422343,-103.45438102856934,-5164.709625,957.451928349212,89620.601402,4452.772122,-825.4704648005284,1787.4003329999998,,6089.506342000001,5594.506342000001,172.51516,-31.981463548683603,2024Q1,2024
543,600976,健民集团,-9499.026815000001,-147.11887590372152,6529.766497,-68.74142608681538,213621.208342,3730.001463,-39.26719584694634,5219.393495,1011.1761,9089.506342,7594.506342000001,-18887.979486,198.84120609254222,2024H1,2024
545,600976,健民集团,-8781.575295,-66.03835834481839,10578.124803,-120.45816892355188,312074.866808,-9599.108219,109.30963860738609,9064.527364,939.8361,15079.706341,7944.7105090000005,-9760.591879000001,111.1485303161658,2024Q3,2024
547,600976,健民集团,-11319.58358,-207.4112059073618,23426.507983,-206.95556349255736,421760.152112,-24690.388737,218.12099855531963,12028.857724,1092.662853,15479.706341,8944.506342,-10055.702826,88.83456493723773,2024FY,2024
549,600976,健民集团,10806.283153,,-2492.4066399999997,-23.06442099204172,88062.607811,12926.516141,119.62037231470646,2138.498351,0.0,6310.0,6089.506342000001,372.173652,3.4440486773352643,2025Q1,2025
551,600976,健民集团,-457.72507199999995,95.18134772209295,5569.514155,-1216.7815345277832,175636.28091600002,15185.763299,-3317.660366002411,4347.777821,-1011.1761,7780.0,11095.506342,-17749.322088999998,3877.725555090414,2025H1,2025
553,600976,健民集团,-456.296762,94.80393042624364,13905.034538,-3047.3664719978883,268060.361588,2803.332027,-614.3659697940176,7743.803569,-939.8361,8210.0,11100.506342,-17164.663327000002,3761.732441791906,2025Q3,2025
555,600993,马应龙,-9748.784765999999,-126.7915534659334,34185.283666,-350.6620003061827,334372.43159,-111710.575126,1145.8923117843713,7501.101490000001,304735.44687800005,48831.0,8821.0,17817.744046,-182.76887297934218,2022FY,2022
558,600993,马应龙,-27561.185695999997,53.8233137629326,-9072.820178,32.91883113474597,74473.376068,-15291.209201,55.480955607868644,4446.631088,105236.234187,2279.9991,4810.0,-3191.7548739999997,11.58061525075543,2023Q1,2023
560,600993,马应龙,-41919.34018,-149.47109765367392,79940.137728,-190.69989504782325,153035.59766300002,-50181.898335000005,119.71061118691493,7836.200529000001,135310.902948,3279.9991,5810.0,-4017.6262229999998,9.584182875370821,2023H1,2023
562,600993,马应龙,-47922.107213,-17.927844919121146,7646.0034319999995,-15.955065160252053,225249.187734,-33845.411082,70.6258823961285,11498.835387000001,180134.74198,4879.9991,9111.0,-21719.274174000002,45.322034937787826,2023Q3,2023
564,600993,马应龙,47342.795914999995,585.6276659231764,80372.073187,169.76621602851952,335142.299825,44827.121957999996,94.68625815527102,24836.407252,270694.749861,5859.9991,39111.0,-57916.479121000004,-122.33430240365222,2023FY,2023
566,600993,马应龙,-58022.610599,-110.52291160108152,5946.502489,-10.248595207300939,87623.524239,-62917.00410499999,108.43532108512943,5313.985044,12413.504242,1100.0,1011.0,-1052.118934,1.813291272382241,2024Q1,2024
568,600993,马应龙,-57699.797673,-37.644813647446114,59672.025582,-103.41808461821157,181788.00824,-76432.459938,132.46573301896646,9214.064973,38649.930212,3060.0,4068.9991,-3784.401142,6.558777144154303,2024H1,2024
570,600993,马应龙,-71106.97453400001,-48.38031687118834,31728.644981999998,-44.621002637130694,274691.82358200004,-80666.74301,113.44420647714234,16412.584909999998,93683.942564,4360.0,5678.9991,-22168.742924000002,31.17660829937287,2024Q3,2024
572,600993,马应龙,-6883.725353,-108.68743769460578,49760.873077,-722.8770836319565,370606.238816,-31405.362968999998,456.22626352042374,20385.056664,188350.69976199997,4460.0,6059.9991,-27532.595058999996,399.96649556916157,2024FY,2024
574,600993,马应龙,-120035.283899,-106.87673763694592,15333.298959,-12.773993163461613,84394.688927,-132197.035019,110.13181351762631,4677.7526960000005,35724.704134,1100.0,1990.0,-3165.830078,2.6374162455964116,2025Q1,2025
576,600993,马应龙,-128820.49825599999,-123.2598786326077,85609.41223,-66.45635856792894,187300.066329,-156896.544775,121.79470418070078,5819.598064,88016.408269,3060.0,1991.0,-5988.660371,4.6488411798400024,2025H1,2025
578,600993,马应龙,-133343.362403,-87.52501182460166,44980.161275,-33.732583658013425,274188.20827199996,-134717.268054,101.03035173722984,4446.921257,170842.128944,1400.0,13959.0,-43585.544973000004,32.68670010080637,2025Q3,2025
579,603139,康惠制药,-302.196582,93.8452739193626,-771.443019,255.27853885521446,11128.839576,-9397.747124,3109.8125140277066,3322.254203,300.0,17659.980277000002,7299.285898,9866.993561,-3265.091052882921,2023Q1,2023
581,603139,康惠制药,1462.622469,116.79899455904395,6916.892298000001,472.91029945199074,49202.692983999994,-4339.885743,-296.7194771708379,13813.251932,39470.0,20089.650873,16935.66,759.088176,51.899119020029225,2022FY,2022
583,603139,康惠制药,2768.5915489999998,310.1853601546098,-7980.920341,-288.26644160936866,26081.151827,-1843.1151399999999,-66.57230246425202,4265.180292,1731.4951,27508.980277,12927.140191,12592.62703,454.83874407362066,2023H1,2023
586,603139,康惠制药,-364.664502,-105.28062284220631,-9922.702409,2721.04971955839,41319.209648000004,-3281.609139,899.8981587190519,5914.715891,1939.0075,30875.549818,15206.389837,12839.647046,-3520.9478782774418,2023Q3,2023
588,603139,康惠制药,-4955.841556,,852.104426,-17.193940047747564,16426.474258000002,1070.7367689999999,-21.605548863919324,1016.7044789999999,2000.0,5732.1035,12049.899999,-6878.682751,138.79948891166688,2024Q1,2024
589,603139,康惠制药,-6345.318897,-533.8316299310181,-7213.433779999999,113.68118603795365,59997.665376,-4596.520522999999,72.43955107084035,7238.12525,7815.376209999999,32265.086352,22851.732478,5464.635407,-86.1207371245537,2023FY,2023
591,603139,康惠制药,2892.735039,4.483994399420902,-1430.0678380000002,-49.43653043641236,30924.141665,204.777314,7.07902076198414,2462.634096,4036.8,27738.4,22489.440649,4118.025563,142.35750967442823,2024H1,2024
594,603139,康惠制药,-3640.795825,-898.3960064750146,-3503.7983520000002,96.23715584215712,43265.414335,-6296.488222,172.9426346504888,4408.296821,4036.8,33942.64712,27896.290295,6159.4907490000005,-169.17979049264594,2024Q3,2024
596,603139,康惠制药,731.9221190000001,114.76887650118408,-1656.777408,-226.35979498250413,11339.446735,-534.55269,-73.03409421897796,608.3635929999999,4.5,7023.467014,3434.554543,2923.252217,399.3938892014821,2025Q1,2025
598,603139,康惠制药,-4522.0354689999995,28.734307252264813,3729.4171420000002,-82.47208956157793,57926.303578,-4614.617102,102.04734424651636,4666.047801,5602.8332,33064.440507,37186.554399,-6599.058085000001,145.93114384525853,2024FY,2024
599,603139,康惠制药,1568.011185,-45.79485629136461,-1706.92715,-108.8593733468808,23427.463243000002,-81.80837,-5.217333318958436,712.415571,538.0,24646.622113999998,19768.712401,3356.7467049999996,214.0767066658392,2025H1,2025
602,603139,康惠制药,-1910.5244579999999,47.524537221199445,-923.802967,48.35337036025529,35480.122876,-2539.303262,132.91131926456606,3169.910148,537.999685,27603.713084,23803.018609,1552.5817710000001,-81.26468962482134,2025Q3,2025
603,603439,贵州三力,2660.1026420000003,-71.751382321121,33928.786041,1275.4690554154938,129803.429793,-29389.196337999998,-1104.8143734748412,11990.587502,4870.0,20500.0,20000.0,-392.481042,-14.754357061384399,2022FY,2022
605,603439,贵州三力,-11565.27265,-29.417863876162553,-135.170677,1.168763427293692,33048.778544,-11207.722806,96.90841837611151,3921.9275820000003,0.0,0.0,0.0,-222.379167,1.9228181965947857,2023Q1,2023
608,603439,贵州三力,-8464.939202,8.371872060675543,9666.072183,-114.18950511441608,68627.544687,-13203.720970999999,155.98128534556247,7531.114869,0.0,8500.0,8500.0,-4546.600563,53.71096536553719,2023H1,2023
610,603439,贵州三力,-2505.245363,44.65387675691485,18194.272268,-726.2471188136474,103040.132087,-15925.561136000002,635.6886782909496,10054.115170000001,8.437623,8500.0,8500.0,-4773.956495,190.55844052269782,2023Q3,2023
612,603439,贵州三力,55.094657,-97.92885221306433,27670.140567000002,50222.911029285475,160383.555351,-61378.115753,-111404.8423116601,10873.473853,0.0,50400.0,20500.0,33763.069843,61281.93128237463,2023FY,2023
614,603439,贵州三力,1258.719323,110.88361131719621,610.728058,48.51979681573539,46216.187985000004,-1038.55414,-82.50879453607942,975.553,0.0,0.0,0.0,1686.545405,133.98899772034406,2024Q1,2024
615,603439,贵州三力,-3514.6433,58.47999358141167,7366.498390000001,-209.59448118106323,91790.956315,-2798.9975489999997,79.63816837401393,2344.88687,0.0,18000.0,14742.5,-3977.4368759999998,113.16758306596859,2024H1,2024
617,603439,贵州三力,-3407.4370240000003,-36.01210780885897,8896.169977,-261.0809800545267,145734.955049,-6728.266131,197.45826800642288,3814.028768,0.0,18000.0,15742.5,-5575.34087,163.62271204810386,2024Q3,2024
620,603439,贵州三力,-11095.750471,-981.511093716641,-1508.205192,13.592637973806864,44068.949452,-20965.465682,188.9504070661612,17283.0,0.0,11915.678776,0.0,11377.920403,-102.54304503996808,2025Q1,2025
621,603439,贵州三力,-9652.723355,,14584.611816,-151.0932332733367,203074.5473,-11168.664831,115.70480599358272,4519.8116,0.0,35121.870124,29985.0,-10060.126676,104.2206049631472,2024FY,2024
623,603439,贵州三力,-19129.783732,-444.28805711236754,1694.732104,-8.85912840282182,88169.317286,-20280.130562000002,106.0133812599027,1641.697799,0.0,35585.752776,20242.5,-544.385274,2.8457471429191377,2025H1,2025
626,603439,贵州三力,-20915.432511000003,-513.8171406744685,5006.363517,-23.936217978600325,132655.5727,-26649.112204,127.4136319676129,2381.4915960000003,0.0,44963.8,27648.177897,727.3161759999999,-3.4774139890125837,2025Q3,2025
628,603567,珍宝岛,-15747.133627000001,-380.92785212896285,-15327.785655000001,97.33698854703952,96355.060724,1884.335975,-11.966215691274263,119.69998899999999,0.0,120500.0,119507.88333299999,-2303.683947,14.629227144234736,2023Q1,2023
629,603567,珍宝岛,-46180.63418,-699.8066476489447,-32679.276052999998,70.76402616218901,468031.798257,28393.102495,-61.48270373319503,40427.282817,24090.0,168000.0,171400.0,-41894.46067,90.7186776749457,2022FY,2022
631,603567,珍宝岛,-20408.087993,-354.55721033586536,-33310.883524000004,163.22393129344442,199075.71345,17339.817798,-84.96542059181428,4738.032083,9.087242,168500.0,160000.0,805.942404,-3.949132345354642,2023H1,2023
634,603567,珍宝岛,-20169.80376,-444.9576296008304,-31195.391195999997,154.66383097819488,285105.604871,9915.982845,-49.16251522816006,20406.544915000002,6000.0,200500.0,188700.0,1109.604591,-5.501315750034844,2023Q3,2023
635,603567,珍宝岛,-8041.656036,48.932572578086244,-10329.690781,128.45228314612285,31807.8433,-4055.621492,50.43266553361945,761.5039429999999,0.0,55000.0,26700.0,6343.656237,-78.88494867974231,2024Q1,2024
637,603567,珍宝岛,46387.489760000004,200.44792710986545,-47824.480577999995,-103.09779818962981,377385.489494,17642.733336,38.0333866464431,9513.81278,24090.0,265500.0,243200.0,76569.237002,165.0644115431867,2023FY,2023
639,603567,珍宝岛,-25593.035100999998,-25.406334536476127,-21129.296343,82.55877530592069,82002.330139,-3878.129614,15.153066444426788,1959.299102,4729.020427,82500.0,71500.0,-585.609144,2.2881582496525334,2024H1,2024
641,603567,珍宝岛,-50300.990025,-149.38760249494862,-17189.869424,34.17401807689371,148575.800568,2638.796891,-5.246013825351144,6791.9336299999995,0.0,128000.0,130200.0,-35749.917492,71.07199574845744,2024Q3,2024
643,603567,珍宝岛,-27154.403386,-237.67178382708934,-26669.408129,98.21393513933711,10470.152315000001,-4960.674265,18.26839718952387,2960.6742649999997,0.0,80000.0,72200.0,4475.679008,-16.482332328860984,2025Q1,2025
646,603567,珍宝岛,-39587.584513,-185.34107949755114,16430.840191,-41.50503344199832,197841.430242,-10602.179559,26.78157732891835,18915.195257,628.789082,179000.0,187500.0,-45416.245145,114.72345611307998,2024FY,2024
647,603567,珍宝岛,-80945.316303,-216.27869060296493,-6210.120593,7.671994967261423,58812.628453,-56476.721377,69.77145059955355,4424.509,0.0,89000.0,100100.0,-18258.474333000002,22.556554433185045,2025H1,2025
649,603567,珍宝岛,-84758.372084,-68.50239337610334,22327.190947,-26.342165851029538,129139.50308699999,-58504.715016999995,69.02529340584638,6551.993401,0.0,141500.0,165574.0,-48580.848013999996,57.316872445183144,2025Q3,2025
652,603858,步长制药,-53965.377134,-570.7997636218366,-8701.460470999999,16.124153917045057,331359.150762,-31840.100485000003,59.000978360511944,8767.947527,,47500.0,60039.193223,-13422.531034,24.872486299263446,2023Q1,2023
