serial_number,stock_code,stock_abbr,eps,total_operating_revenue,operating_revenue_yoy_growth,operating_revenue_qoq_growth,net_profit_10k_yuan,net_profit_yoy_growth,net_profit_qoq_growth,net_asset_per_share,roe,operating_cf_per_share,net_profit_excl_non_recurring,net_profit_excl_non_recurring_yoy,gross_profit_margin,net_profit_margin,roe_weighted_excl_non_recurring,report_period,report_year
579,600572,康恩贝,0.232,497558.02158100007,1.27,-3.3638422294951695,58403.473645000005,12.65,40.32284493424916,2.844733945934253,3.32,0.21114500573723535,43108.392837,1.61,53.78480336376897,11.738022725354092,6.019625638525951,2025Q3,2025
586,600594,益佰制药,-0.539,273526.283867,-18.27,,-42646.719636,-274.94,,4.031658744045399,-12.963,0.4364139623026503,-46785.721199,-351.65,70.96332773576569,-15.591452138740944,-14.666709768425044,2022FY,2022
584,600594,益佰制药,0.056,68379.792688,-0.5925849961515294,,4399.994275,-15.410660239536057,,4.1132683281102675,1.435,0.07482967060542368,3181.116438,,68.00845284978617,6.434641144754679,0.984302163951723,2023Q1,2023
588,600594,益佰制药,0.162,147970.136704,2.33,16.39453833846932,12790.604929000001,0.84,90.69594480324636,4.040215776291373,4.115,0.25622782907846625,10406.505981999999,-12.28,71.2364150300542,8.64404481465498,3.2623030922655802,2023H1,2023
591,600594,益佰制药,0.215,213683.425204,1.79,-17.43560187804982,16986.996121,-13.33,-49.98705857005197,4.241903757430369,1.314,0.43432274568864015,,,70.61981555328197,7.9496086815263265,,2023Q3,2023
596,600594,益佰制药,0.131,282056.1015,3.12,4.046955884729457,10339.904991,120.84547562291242,-258.40017829300604,4.05591257377802,3.34,0.4784075432841664,6745.491397,114.41784207687746,69.47074425298331,3.665903675194915,2.107073839206861,2023FY,2023
598,600594,益佰制药,-0.086,57264.610011000004,-16.255069282990974,-16.246352909912115,-6845.480845,-272.04356288767497,-2.9846095249787754,3.9322076033552897,-2.257,0.12029675340388742,-7079.300520000001,-322.54138312682545,60.57541750190336,-11.954121129411423,-2.261769804757648,2024Q1,2024
600,600594,益佰制药,-0.134,116819.14235,-21.05,3.998843836638568,-10649.343406,-183.26,44.43250011022418,3.5924951306886235,-3.761,0.2555553211750753,-11153.969914,-207.18,62.44813236552579,-9.1160944959634,-3.906746638184678,2024H1,2024
602,600594,益佰制药,-0.214,171384.03173699998,-19.8,-8.378275768496758,-16915.127927,-199.58,-64.72163282767991,3.5130091111953545,-2.326,0.25277911714926876,-17963.245744,-225.66,62.19553764703952,-9.869722257997392,-6.469102341958571,2024Q3,2024
609,600594,益佰制药,-0.402,217403.15788699998,-22.92,-15.661652269446384,-31721.535807,-406.79,-136.3057304376777,3.302665884643938,-11.781,-0.13586912902517528,-32317.429354000004,-579.0967396144468,61.847846341720604,-14.591110872220153,-12.400637584686681,2024FY,2024
607,600594,益佰制药,-0.012,50148.077632,-12.43,8.972250947446565,-938.5719460000001,83.99726615815486,93.6610422081659,3.3174004081132,-0.378,0.009622728011945074,-1566.334545,77.87444479048618,60.16787722635709,-1.871601046978295,-0.603670995114219,2025Q1,2025
612,600594,益佰制药,-0.025,99312.355398,-14.99,-1.9617897882734163,-1990.205759,79.85302188787598,-12.04615879281776,3.2456014561381847,-0.803,0.21424019213683732,-3106.298483,72.15073640192355,60.65393759376396,-2.003986060973114,-1.2022368212663166,2025H1,2025
614,600594,益佰制药,-0.085,144670.44881099998,-15.59,-7.741768059963691,-6666.05642,47.986192957110234,-344.6272650421141,2.4700548420172797,-2.735,0.2001192754526896,-5338.760076,70.27953549105553,60.32261669002613,-5.983434937917898,-2.122376030118295,2025Q3,2025
618,600613,神奇制药,0.09,238861.76777399998,3.72,,4847.714178,-30.37,,4.4059092063760685,2.07,0.592669353997545,4862.280498,25.9,52.90440382889737,2.0295061127516583,2.0488490813535862,2022FY,2022
621,600613,神奇制药,0.04,58279.754036,-0.9259730028148825,,2379.084661,-1.1574049337156367,,4.032668234465995,1.02,0.039483346288532936,2351.066582,,53.690314031990404,4.082180339214223,0.9802176733789139,2023Q1,2023
624,600613,神奇制药,0.065,120567.50566800001,0.29,6.877169717504701,3473.5718509999997,8.64,-53.99545010138671,4.42248473448808,1.47,0.26638376159359317,3267.599959,10.53,52.847574373358896,2.88101825757678,1.3826097316518573,2023H1,2023
626,600613,神奇制药,0.12,171054.294895,-0.13,-18.945879560271916,6594.856605,18.94,185.18239249561253,4.3509289936350335,1.34,0.3011416603621513,6122.521425999999,9.08,51.76796526468767,3.8554171405331785,2.560496620797564,2023Q3,2023
627,600613,神奇制药,0.04,57452.883084,-1.418796228085024,-8.86318377385424,2394.471373,7.5886538769520815,367.60174427684984,4.035468319595568,1.01,0.07150934742872786,2377.186213,1.1109694297887829,49.18201605250534,4.167713166803345,0.9840555219216488,2024Q1,2024
629,600613,神奇制药,0.11,234094.5518,-2.0,24.864856470782446,5700.067454999999,17.41,-128.66733478428415,4.6133184711706186,2.42,0.4160466405305023,4910.397311,0.84,49.932097671740856,2.434942381687671,2.0540730613230718,2023FY,2023
635,600613,神奇制药,0.07,111036.603545,-7.91,-6.734496887376425,3783.7024850000003,8.93,-41.98171973718558,4.408876052232738,1.61,0.22739569275621843,3750.5705840000005,14.78,47.38633147552659,3.4076172759252064,1.5738035236073373,2024H1,2024
636,600613,神奇制药,0.11,156327.351907,-8.61,-15.476663485947945,5935.378997,-10.0,54.882545705613225,4.489967035552389,0.89,0.3355230269535559,5747.538119,-6.12,48.875873293404574,3.796762962204457,2.3723728071390564,2024Q3,2024
642,600613,神奇制药,0.13,204880.84506300002,-12.48,7.203998414690653,7138.804735,25.24,-44.07032231432379,4.419296630848386,3.01,0.3783843107959725,7112.14912,44.84,47.52722185329617,3.4843690403584806,2.9306607642765625,2024FY,2024
641,600613,神奇制药,0.03,47992.683464,-16.47,-1.1550346958521718,1499.449683,-37.38,24.598438910901884,4.902108030850142,0.63,-0.05757071774978661,1499.155403,-36.94,46.76953935871712,3.124329741063049,0.6118615104185834,2025Q1,2025
646,600613,神奇制药,0.06,96084.984672,-13.47,0.2075686058995379,3280.814686,-13.29,18.801252432556623,4.370012317714917,1.38,0.08682132789014221,3197.688964,-14.74,46.84133410088952,3.414492594445985,1.3382064137008443,2025H1,2025
648,600613,神奇制药,0.09,139786.199039,-10.58,-9.1305400879207,5030.160435,-15.25,-1.79745610506981,4.310924097807628,0.73,0.28145619495732843,4800.445251,-16.48,47.05647680258333,3.5984671373721215,1.9923783649432523,2025Q3,2025
649,600671,天目药业,-0.0744,2225.2900210000003,-14.581973855508862,,-905.510093,-41.82116513642842,,-0.04514189904054442,-47.2732,-0.09850946808872287,-782.186509,,20.56342646044698,-40.69177879982952,142.36726307080608,2023Q1,2023
653,600671,天目药业,-0.55,10890.617908,-25.95,,-6756.028378,-123.32162474193429,,0.03646891979499616,-442.2,-0.15769303936307416,-6692.401573,,22.933864305029843,-62.035308143876534,-1493.930236362928,2022FY,2022
657,600671,天目药业,-0.1923,5095.389251,-1.76,28.976412194138852,-2342.104186,3.044911934271648,-58.65025736383483,-0.15734234624257662,-88.9256,-0.1183337862213701,-2110.38615,,22.587456920472267,-45.96516714675622,110.1258770099851,2023H1,2023
659,600671,天目药业,-0.03,8610.717219,9.98,22.481060280274747,-2745.799953,20.144157509639975,71.89910713352765,-0.024431678555717415,-2.54,-0.03155609575465674,-233.804828,,22.785514540771956,-31.88816777005809,10.455685961229415,2023Q3,2023
663,600671,天目药业,-0.31,12177.853584999999,11.82,1.4737856174903081,-3827.5148,46.26110192008832,-167.95298227637826,0.45314058048580247,-339.45,-0.1654581318718872,-3899.99824,41.724981720549245,21.787216921938374,-31.43012660880173,-69.70698029709631,2023FY,2023
666,600671,天目药业,-0.0798,3833.144182,72.25369034268454,7.457181018798238,-972.278348,-1.2491202302785718,10.116945265520583,0.37631508164079774,-30.1233,-0.029331430680383717,-1075.24664,-37.46678415288291,22.00961252544922,-25.365034599160303,-23.451398530991604,2024Q1,2024
668,600671,天目药业,-0.1519,5954.839828,16.87,-44.64868668485687,-1850.072895,20.11809738756995,9.717772816226498,0.33773729797603463,-66.3401,-0.14123953975018916,-2205.708085,-4.516800633855581,27.019572439791233,-31.068390560243962,-53.62137471291265,2024H1,2024
670,600671,天目药业,0.12,12468.044671,44.8,206.98110990986117,-369.554606,86.33637685323507,268.6634183431536,-1.8349779800606787,55.87,1.2649949504891302,1419.262045,707.0285447655513,42.763418207839685,-2.9640141317392303,25.115067987640945,2024Q3,2024
675,600671,天目药业,0.13,21729.593369,78.44,42.196490379904965,1524.582773,155.64259961633263,27.93745224717044,0.7249496298945783,34.06,-0.3127201758037968,996.392275,125.54853140138853,47.37976522693575,7.016158779919966,11.719655978226614,2024FY,2024
677,600671,天目药业,0.0418,5229.346492000001,88.55,-43.53701888832846,509.430804,128.82383000215623,-73.10486506163817,0.7217298080737967,9.274,-0.07919944976982586,365.75078199999996,134.01552428938535,40.941535721056596,9.741768015933566,4.1581648279919,2025Q1,2025
679,600671,天目药业,0.0842,10359.737390999999,73.97,-1.8923127995321678,1024.780874,133.8750074527786,1.1619371960867793,0.7656585921516719,17.8199,-0.09019642173161792,590.326948,126.7636026731978,42.13068326222015,9.891958022896183,6.334881983489553,2025H1,2025
683,600671,天目药业,,15894.041266,27.48,7.872947382600668,1420.87966,299.6262083844167,-23.139859862636662,,6.07,,-0.006490999999999999,-100.00045735035492,46.377579695658504,8.93970033310218,-6.88357181459578e-05,2025Q3,2025
686,600750,江中药业,0.94,381164.151059,32.63,,59605.870867,17.87,,7.0893263920364555,14.53,1.6022415869483415,50652.086682,19.42,64.84419269343667,15.637848077106723,11.26759389295957,2022FY,2022
688,600750,江中药业,0.38,130593.7357,67.97,,24083.106077,33.27525069778779,,7.504095325540844,33.63,0.09765660477516652,22478.354646,,67.99105724314623,18.29496754182984,4.726474015357654,2023Q1,2023
691,600750,江中药业,0.7,229754.93820300003,20.87,-24.068944064213625,44700.183445999995,13.95,-14.391950510528847,7.154574157968435,11.04,0.8304548859300447,41401.262010000006,16.04,67.99134560319115,19.455592030193987,9.061884545642465,2023H1,2023
693,600750,江中药业,0.93,314005.90491700004,9.243483187258535,-15.036360403706198,58947.65369400001,16.74,-30.894811165511634,7.437639123750838,3.66,0.9008035715763327,55921.02854500001,24.19,67.70003681815825,18.772785088096168,11.861960495692292,2023Q3,2023
695,600750,江中药业,1.12,439010.19789899996,13.0,48.3713455850803,70829.152066,18.4,-16.60625946091832,7.076350721000315,17.75,1.6380367091545807,70391.55355,38.97,65.30817656540206,16.133828417875424,15.729581964665924,2023FY,2023
701,600750,江中药业,0.43,122740.44838199999,-8.735842903147336,-1.8110134828136841,26677.951736000003,9.99,124.53356387161934,7.673713097168038,6.71,0.1331126459602948,26419.711427000002,16.64,68.77213477116398,21.735256867378652,5.549303591315655,2024Q1,2024
702,600750,江中药业,0.78,217252.700386,-8.02,-22.99828357327368,48875.344317,8.66,-16.794989358024086,7.143989362080713,12.21,0.7594870602265756,47123.435453,13.06,69.04177621060578,22.497001984399535,10.526910195268727,2024H1,2024
705,600750,江中药业,1.01,297187.912596,-8.19,-15.42343927365426,63434.089778999994,7.09,-34.41236213274147,6.738197508835419,3.82,0.7052840249863721,61555.22092100001,9.52,67.66934865732046,21.344774498023707,14.54520406984306,2024Q3,2024
707,600750,江中药业,1.25,443545.059073,-2.59,83.09471186803268,78819.25574400001,9.67,5.676454095286411,7.091607121493908,19.58,1.2469233271240514,74917.514275,6.43,63.52133187501687,17.770292810550213,16.753917599057107,2024FY,2024
711,600750,江中药业,0.45,118409.92079300001,-7.033440453369888,-19.095224494822922,28491.426389999997,5.91,85.1876440905197,7.547755728859457,7.11,0.27915244050896393,26117.609802000003,-1.14,68.21487636851376,24.06168858081384,5.465298844234014,2025Q1,2025
713,600750,江中药业,0.82,214111.814251,-5.79,-19.177470251582534,52233.750327999995,5.8,-16.668531743524266,7.187088542287217,12.89,0.7523580823943629,48210.308676,2.31,66.59903944246459,24.39554795737108,10.530513772195643,2025H1,2025
717,600750,江中药业,1.08,293317.222519,-6.28,-17.237365525311876,68345.004289,5.54,-32.14120907846906,7.027997361644002,4.14,1.5387755947740358,64006.713295,3.98,66.0528652218674,23.30071303077775,14.391660903875394,2025Q3,2025
720,600771,广誉远,-0.81,99469.479074,16.44,,-39872.379232,-25.69751692357683,,3.5022704122273036,-20.98,0.5148306441238255,-40793.299482,,65.33107961855818,-40.085038750768035,-23.66203139075863,2022FY,2022
723,600771,广誉远,0.02,36904.504347,55.1592030671609,,979.045311,28.641679825442406,,3.5414183530674204,0.57,0.278309029703325,971.48192,,71.94415857303967,2.6529154863980375,0.5603826655923614,2023Q1,2023
726,600771,广誉远,0.02,66385.005687,38.47,-20.116793704082113,1006.406901,28.61,-97.20527847970052,3.445437679485864,0.59,0.5535126935501807,1096.742381,152.63,71.80285866170284,1.516015387187173,0.6325816894208173,2023H1,2023
728,600771,广誉远,0.03,93780.808135,14.19,-7.071449932133323,2448.715221,144.18018707535737,,2.142165722373316,0.84,0.4404545393194171,267.53254,,72.44465291789737,2.6111048408486823,0.1530053163170503,2023Q3,2023
731,600771,广誉远,0.18,128401.57518900001,13.56,26.372524110997368,9007.856563,135.30381103816404,354.76693513076304,3.0130971274103757,6.19,0.131020519708069,8978.510696,122.00976829530975,99.99999968847733,7.0153785494772425,5.954457721635775,2023FY,2023
734,600771,广誉远,0.0844,34337.892432,-11.13,-0.8170663046222933,4130.361394,49.61,-37.02893140063698,3.1825735173670378,2.72,0.26444052452597566,4849.398569,76.13,75.86410275350354,12.028581550773493,3.113607245451192,2024Q1,2024
737,600771,广誉远,0.12,65960.017582,-4.9,-7.908951568236425,5960.305133,13.75,-55.6953117550856,3.1738847105296344,3.91,0.32667662590958163,5584.496755,4.77,75.08513684737908,9.036239454591236,3.542465652768344,2024H1,2024
738,600771,广誉远,0.14,89352.576469,-7.93,-26.024709673884754,7096.420971,-22.49,-37.91525860675657,3.133223582524696,0.74,0.2684103720740217,6533.396192,-18.13,73.97689697502213,7.942044036594773,4.113734637580984,2024Q3,2024
744,600771,广誉远,0.15,122142.627679,-4.87,40.17299846671529,7445.301826000001,-17.35,-69.291788448776,3.2047945718970503,4.86,0.4724291297791101,6867.196940999999,-23.52,73.62115960148157,6.0955801979033994,4.317061711204328,2024FY,2024
746,600771,广誉远,0.1299,41714.253551999995,21.48,27.216189096034064,6358.434346,53.94,,3.3838248091008754,3.97,0.27418677185671453,6364.119557999999,31.24,67.29441083970713,15.242833814762447,3.8422836198759254,2025Q1,2025
749,600771,广誉远,0.16,77928.356511,18.14,-13.185302683514708,7685.7103560000005,28.95,-79.12574168773212,3.4747175064529587,4.78,0.5122416929342841,6799.8647439999995,21.76,68.1783264908203,9.862533614339885,4.073959815951926,2025H1,2025
751,600771,广誉远,0.16,106072.280538,18.71,-22.284630220267243,7888.398722,11.16,-84.72899649561214,3.3906479071406146,0.13,0.40826521965454976,7588.9345650000005,16.16,67.81408619307534,7.436814483472909,4.539721834088084,2025Q3,2025
755,600976,健民集团,2.68,364080.05,10.35,,40756.91,33.52,,12.282079460384542,25.27,1.8221037442327919,37391.08,24.42,43.27354655109501,11.194491232903314,20.01841360253091,2022FY,2022
758,600976,健民集团,0.65,101338.61103500001,10.397563353427804,,9956.011711,12.457222791316596,,12.857446034582113,5.21,-0.4363715565691746,9043.232193,,49.65643089051245,9.824499871585395,4.591947663473137,2023Q1,2023
760,600976,健民集团,1.65,216143.02938800002,17.67,13.287933572870097,25237.151088,34.14,53.4865548632941,12.916129023889448,12.69,0.5158099882335657,23310.274227,45.66,46.41267654295657,11.676134622272086,11.799364693860612,2023H1,2023
762,600976,健民集团,2.72,311761.92,10.95,-16.711488996885553,41512.4,31.85,6.505467363881653,14.043422916799685,7.39,1.1000580445432362,35335.97,26.9,47.209198843142865,13.315415790036194,16.486753588230695,2023Q3,2023
764,600976,健民集团,3.41,421315.46,15.72,14.573113428541816,52145.77,27.78,-34.66539247728592,14.755967248417736,25.52,1.7550968845549462,43844.44,17.1,46.046791208421354,12.376893964916455,19.430418641551064,2023FY,2023
769,600976,健民集团,0.65,97012.113545,-4.269347532803402,-11.447760113456884,9952.395019,0.3845288214402998,-6.404131343120724,15.397147531624718,4.33,-0.3373118982758496,9047.367159000001,0.04572442586625334,42.499170321524204,10.25891989703274,3.8376706038224393,2024Q1,2024
772,600976,健民集团,1.56,200959.609748,-7.02,7.148986249828424,23935.752802000003,-5.16,40.50243942593255,15.114103900468582,11.27,0.42557406986877183,19429.766197999998,-16.65,42.990779645888416,11.910728146822656,8.378430637676754,2024H1,2024
774,600976,健民集团,2.1,288131.709047,-7.58,-16.138336676469027,32161.563973,-22.53,-41.174278033560945,15.711857288505005,3.5,0.690702171851747,27081.227317,-23.36,42.997709223593674,11.16210502459964,11.254415684102462,2024Q3,2024
776,600976,健民集团,2.38,350498.60685100005,-16.81,-28.455436652865473,36217.865698,-30.54,-50.68812496814361,16.102018397472936,15.68,1.5394360745729658,30339.431727,-30.8,47.73185275458754,10.333240985861186,12.381727067445226,2024FY,2024
781,600976,健民集团,0.73,89208.43131799999,-8.04,43.038109091708534,11017.746341,10.7,171.62048308918628,16.96423829973524,4.42,-0.1651387489680454,10306.661351,13.92,57.61106986939025,12.350566172075373,4.025443475329907,2025Q1,2025
783,600976,健民集团,1.46,180459.91925099998,-10.2,2.2902057404385405,22062.562518000002,-7.83,0.24569304068354025,16.76300996272331,8.83,0.36856510478625615,19548.179567,0.61,59.440966353754796,12.225741100611595,7.717048310171834,2025H1,2025
787,600976,健民集团,1.88,255193.417379,-11.43,-18.101611468656895,28573.732193,-11.16,-41.0477316176704,17.107828583744997,2.55,0.9148775089956271,25570.453701,-5.58,59.19978518279443,11.196892336201516,9.834095535976004,2025Q3,2025
788,600993,马应龙,1.11,353237.90374499996,4.35,,47900.467814999996,3.1,,8.386005397406995,14.37,0.7921773335453176,46170.860022,6.95,42.41275446877085,13.560398617238715,12.758395196615222,2022FY,2022
793,600993,马应龙,0.44,83265.181562,-12.26812229350525,,18760.580002000002,37.97229415060791,,8.812313537194232,5.24,-0.21278877720701717,14232.64431,,43.148322923247385,22.531122433247454,3.7879310998989175,2023Q1,2023
796,600993,马应龙,0.65,164035.169769,-14.91,-2.9966827768724102,28137.061379000002,3.47,-50.02030120603731,8.360004908089303,8.16,1.8467134439981348,22307.283104,-18.28,43.780416794235514,17.153066271473115,6.164172239113538,2023H1,2023
798,600993,马应龙,0.97,244624.449016,-12.17,-0.22373280473543794,41838.134281,0.56,46.1216884151019,8.91294564363464,3.75,0.17726945659735402,36025.938419,-12.83,43.38083217105542,17.10300603610701,9.371162507888489,2023Q3,2023
799,600993,马应龙,1.03,313674.64075300004,-11.2,-14.318390259619434,44325.093532,-7.38,-81.84843428840549,8.99265515224542,12.31,1.867638143230213,35236.770706999996,-23.61,41.91196922817952,14.130913938593892,9.105330724368805,2023FY,2023
803,600993,马应龙,0.46,95501.718455,14.695862860622674,38.30768033019971,19766.589538,7.252011645788264,694.809546238118,9.409724421871083,5.17,0.1383845776572325,19309.908066,35.67336923071044,49.31549585905302,20.69762707706033,4.775615896103981,2024Q1,2024
805,600993,马应龙,0.72,192771.51265299998,17.52,1.851354898742585,31191.201302999998,10.85,-42.20241310198244,9.19182713056533,8.12,1.3774351940368421,30855.570617,38.32,48.35097963970324,16.18039972490437,7.748758560062255,2024H1,2024
808,600993,马应龙,1.06,279181.683137,14.13,-11.16443578763452,45750.422225,9.35,27.437336353109824,9.56992038682196,3.71,0.7351268479122763,44897.083466000004,24.62,47.771516926328225,16.387329466220518,10.869775236475034,2024Q3,2024
809,600993,马应龙,1.23,372802.366864,18.85,8.34451917246831,52809.385948,19.14,-51.515511985030656,9.785327635181119,13.56,1.1589961289263577,51085.728605000004,44.98,46.553809556234164,14.165517883437987,12.15956991567732,2024FY,2024
813,600993,马应龙,0.47,96914.744922,1.48,3.51851862629586,20357.214006000002,2.99,188.38813747789536,10.183470044638188,4.88,0.3540096650065152,19505.062812,1.01,49.89111787263648,21.005280488932947,4.4221256528581385,2025Q1,2025
816,600993,马应龙,0.8,194902.30318599998,1.11,1.1069660688509402,34322.228296,10.04,-31.400169562082475,9.952866156741095,8.1,1.9954278374164218,32164.426691000004,4.24,49.58041057461513,17.609965472416953,7.532552412511128,2025H1,2025
818,600993,马应龙,1.16,283728.18560799997,1.63,-9.349835840705834,50101.071743,9.51,12.988380243182696,10.260359735486547,3.74,1.041434549477278,46812.570249000004,4.27,49.08522193717266,17.658122909304417,10.563573831376074,2025Q3,2025
823,603139,康惠制药,-0.63,49151.120601999995,11.01,,-6305.59476,-272.84,,10.250344210706938,-6.24,0.6910755152524264,-6651.706125,,40.51679996730259,-12.82899490951468,-6.4834937582927505,2022FY,2022
822,603139,康惠制药,0.08,12379.205057,5.149187588826341,,820.633075,-9.52955152267295,,10.08222632869142,0.84,-0.07520467234397055,801.692533,,34.584072291290745,6.6291257897530445,0.7751618067330174,2023Q1,2023
827,603139,康惠制药,0.13,26929.681715,10.81,17.539669074083424,1259.913831,-9.52,-46.470503153921726,11.229020688042596,1.29,-0.8234846056944349,1228.601618,17.62,33.48508325286755,4.678532202251096,1.1289422062672627,2023H1,2023
829,603139,康惠制药,0.09,47222.826633,25.88,39.46721743196379,922.164563,-43.3,-176.88688006173436,10.480299379211775,-0.35,-0.9684206622565692,555.634042,-50.78,29.418383776484763,1.9527940802162362,0.5174271790211676,2023Q3,2023
830,603139,康惠制药,0.01,12736.706827,2.8879218686004906,-36.548689861939295,108.629901,-129.98295990572618,103.07035109506944,9.361793432638772,0.11,0.07844105703456362,-11.910368,-101.48565285439672,32.48462810833606,0.8528884465623415,-0.011711613788837137,2024Q1,2024
832,603139,康惠制药,-0.26,67296.024175,36.92,-1.0838506150168146,-2615.8640739999996,33.873287476020174,-947.5311043457241,10.137353776012755,-2.72,-0.7169687452192902,-3265.757581,50.903459659381745,28.116350230136018,-3.8871004729753036,-3.2019718934793233,2023FY,2023
837,603139,康惠制药,-0.09,26566.833776,-1.35,8.584794616471072,-870.1972529999999,-169.07,,10.376740661430244,-0.92,-0.14790451817250222,-1598.663979,-230.12,32.7114910654154,-3.2755023061352557,-1.593386114346608,2024H1,2024
840,603139,康惠制药,-0.38,40454.553196,-14.33,0.41642763810035766,-3828.843747,-515.2,-202.2644480089689,9.670120472800793,-3.2,-0.3477403262546875,-4446.849989,-900.32,32.14590452400754,-9.464555765699526,-4.563904494428359,2024Q3,2024
842,603139,康惠制药,-0.17,12135.319895999999,-4.72,-22.74891871203238,-1723.934614,,66.41932426605962,8.672381957480669,-1.92,-0.16337751853969096,-1841.5170640000001,,24.464986069123732,-14.205926409638673,-2.0939460206821443,2025Q1,2025
843,603139,康惠制药,-0.9,56163.485283,-16.54,13.113835410421906,-8962.554062000001,-120.57491975781404,-73.51550195033207,9.106934730733009,-9.92,0.37449988079078883,-6702.241646,-105.2277757845003,30.810781718416315,-15.957973435656521,-7.390240624412827,2024FY,2024
849,603139,康惠制药,-0.4,24753.241238,-6.83,3.976833327311577,-4020.360246,-362.01,-33.208395106799586,8.44581461827538,-4.53,-0.16982827861739833,-4282.714627,-167.89,26.43958780619386,-16.24175277631171,-5.0451329285516655,2025H1,2025
851,603139,康惠制药,-1.33,35614.125219,-11.97,-13.924935125023518,-13250.394158,-246.07,-301.9304515409623,7.482042842439043,-11.23,-0.09272614319689433,-13626.812006999999,-206.44,26.446738562527205,-37.20544608780946,-18.280872406419906,2025Q3,2025
854,603439,贵州三力,0.49,120131.644876,27.94,,20128.423402,32.18,,3.01428671303692,17.74,0.825951681761528,19463.587255000002,43.17,71.73894312856224,16.75530491801438,15.718990372528069,2022FY,2022
856,603439,贵州三力,0.13,34897.758950999996,119.92441473356874,,5493.272422999999,167.24870753226506,,3.2217842026565013,4.34,-0.0031988561019523284,5371.741293,,72.40203570514943,15.741046382700713,3.945761727745224,2023Q1,2023
859,603439,贵州三力,0.25,63066.174372,46.74,-19.28302484823932,10094.606648,57.75,-16.236919076969617,3.4082197948066097,7.87,0.239387043994307,9666.320068,58.26,72.47408610897563,16.006372272489997,7.023994855162755,2023H1,2023
861,603439,贵州三力,0.39,96950.52053400001,36.52,20.29198538707536,15796.602066,52.42,23.920479130159183,3.546497920804813,4.26,0.44919572923804013,15313.853038,60.81,73.56839113306954,16.293468027807258,10.660699321869425,2023Q3,2023
863,603439,贵州三力,0.71,163497.793043,36.1,96.39532718394375,29270.286933999996,45.42,136.29771475203947,4.146323963588651,21.45,0.6711857607295842,24565.427527,26.21,73.313945398318,17.902557820032406,14.371181160147787,2023FY,2023
867,603439,贵州三力,0.14,42202.414462,20.9315891064996,-36.582803665931685,5604.813161,6.487871263363289,-58.40177935056629,4.473893038665737,3.74,0.015255089806552075,5637.578105,4.948801468648828,69.50956168968398,13.2807879180626,3.14755893707189,2024Q1,2024
870,603439,贵州三力,0.29,92022.58774199999,45.91,18.050528423816104,11705.980145,15.96,8.855849583957246,4.402522025328448,7.6,0.18249514407492617,11270.822568000001,16.6,68.38286224185282,12.720768272480647,6.342263627453685,2024H1,2024
873,603439,贵州三力,0.47,144711.424543,49.26,5.758036016610227,19413.214159,22.89,26.323931703751587,4.497542420458083,4.94,0.21537906371117777,18707.49307,22.16,69.27617082037034,13.415122005955721,10.070261242268947,2024Q3,2024
878,603439,贵州三力,0.67,214438.583612,31.16,32.33763222435876,27402.780974,-6.38,3.663218224425932,3.8988747861033066,17.65,0.3565948261233583,26797.119403,9.08,69.6888925821264,12.778848149632408,16.804631238872698,2024FY,2024
876,603439,贵州三力,0.1,40858.94897,-3.18,-41.40167258274906,4194.677084,-25.16,-47.4980661514125,3.911781314439794,2.71,-0.03595521566493961,3858.223718,-31.56,65.65166179310069,10.266238338827247,2.3513338994832966,2025Q1,2025
882,603439,贵州三力,0.2,70183.101339,-23.73,-28.23077169574094,8306.096383,-29.04,-1.9848437277228033,3.7298675738952114,5.29,0.04080694530510362,7098.210779999999,-37.02,67.51642330412177,11.834895045289757,4.582352643300988,2025H1,2025
883,603439,贵州三力,0.0,103849.841206,-28.24,14.808910564080808,8078.697331,-58.39,-105.53091366904145,,0.08,,-455.355637,-64.49,68.65485829542195,7.779210095251689,-0.29412957552693797,2025Q3,2025
885,603567,珍宝岛,0.1969,421414.88597199996,2.12,,18539.065713,-44.18,,7.548056914291068,2.6198,-0.3470805678370109,-28045.803401999998,-453.95,17.65120032672398,4.393764836201978,-3.9463044885466863,2022FY,2022
888,603567,珍宝岛,0.2698,153247.901019,52.66753437783734,,25414.949807,61.211353506986875,,7.814338748783419,3.52,-0.16271669238473108,23821.216705000003,,44.295244091451416,16.569475177773846,3.2361183432221647,2023Q1,2023
893,603567,珍宝岛,0.3662,258692.299055,4.37,-31.193577638021434,34399.726338,43.84,-64.6476715506818,7.921772491077054,4.73,-0.35460879620468577,7158.890358,-67.09,31.154759793790664,13.283485177693333,0.9620257524782915,2023H1,2023
894,603567,珍宝岛,0.5066,343242.231198,3.49,-19.815624425933333,47591.405515,210.05,46.82256293726398,8.044442514934202,1.7566,-0.3320680490285705,19589.99144,106.55,35.84723998048651,13.850864301106993,2.592238449968852,2023Q3,2023
897,603567,珍宝岛,0.3123,111729.700298,-27.101944797659005,479.7284910834028,29336.582489999997,15.204226522581434,,8.871884511978571,3.81,-0.10996381163368085,28164.975338999997,18.234831107884812,58.67117636590646,26.236933488911802,3.379527304050235,2024Q1,2024
901,603567,珍宝岛,0.5032,313818.655427,-25.53,-134.80023581951036,47274.002112,154.93,-102.40608794939008,8.558736875979669,6.4564,-0.5090594735312431,-3184.2460079999996,88.64,42.39345613612235,15.038587764907591,-0.3960182499700186,2023FY,2023
