serial_number,stock_code,stock_abbr,net_profit,net_profit_yoy_growth,other_income,total_operating_revenue,operating_revenue_yoy_growth,operating_expense_cost_of_sales,operating_expense_selling_expenses,operating_expense_administrative_expenses,operating_expense_financial_expenses,operating_expense_rnd_expenses,operating_expense_taxes_and_surcharges,total_operating_expenses,operating_profit,total_profit,asset_impairment_loss,credit_impairment_loss,report_period,report_year
339,600535,天士力,98437.321094,19.85175286569481,4450.093618,631067.2857390001,-2.3502596805002502,208310.57318099999,228080.81745700003,23792.297098,-1391.7058769999999,55343.187387,9712.334207,523847.503453,115885.211703,115275.339851,10.876126,-1452.9886099999999,2025Q3,2025
340,600557,康缘药业,43446.743359,36.24709309329292,4154.47279,435087.19223100005,19.248687067743873,121408.566978,172244.49084800002,15465.473931,-801.131629,58454.046712999996,6524.855886,394158.563327,45481.087952,44571.687311,52.099946,-212.054223,2022FY,2022
343,600557,康缘药业,14143.835886,31.613005896116697,403.553594,135249.384195,25.390576192973562,33676.705498,59454.992323,5498.806945,-327.53312900000003,18857.793782,1895.898523,119056.66394200001,17336.02579,17210.638948,0.0024230000000000002,694.953888,2023Q1,2023
344,600557,康缘药业,27572.086832,33.83962887498653,2322.514598,255316.790418,21.743061792514247,63956.856,101107.06281799999,9159.581938,-754.796688,35066.909498,3550.780508,223319.614797,34222.91175,33474.639879,-2.886572,-465.46851100000003,2023H1,2023
347,600557,康缘药业,34952.625072,26.68546662236623,4738.785146,349603.10218499997,11.855395386834553,91974.522742,148324.285303,14954.130780000001,-1529.634302,51000.510932,5459.323182,310183.138637,44706.376142,43504.290935000005,-2.886572,-110.33203799999998,2023Q3,2023
348,600557,康缘药业,53673.287837,23.789929270988473,4324.04842,486780.67023999995,11.88117667723815,125252.117825,176157.879375,31103.468299,-2205.439739,75328.35359500001,6689.929584,435991.50927200005,56379.239322,55098.260337,-277.145816,-392.038926,2023FY,2023
351,600557,康缘药业,14804.495872,2.9568444975994086,530.114582,135902.028593,0.48254888692064857,34511.032275,50885.783221,11651.365807,-913.846236,20412.484695,2154.579311,118701.39907300001,18259.468381,17760.153813999998,-5.532411,-69.085109,2024Q1,2024
353,600557,康缘药业,26542.319443,-4.09840985926851,4264.0880990000005,225979.62276,-11.490496809853248,57523.126678,77058.216436,19130.644726,-1677.752214,32902.202513,3118.027751,199627.67338599998,31251.112363,31681.247058999998,70.368505,-78.78551,2024H1,2024
355,600557,康缘药业,35714.487913,1.1756640506482308,7096.074108,310953.58575100004,-11.055255571945043,80215.855241,117746.69260899999,29246.664829,-1844.1180120000001,46674.133221,4926.125824000001,276965.353712,42230.109399,42725.87229,70.368504,49.039426,2024Q3,2024
356,600557,康缘药业,39186.207118,-14.217547651938395,8425.728189,389766.854161,-19.86400345099839,104389.7392,138946.72280699998,27211.221125,-1451.612901,56765.919364,5278.129332,360151.151381,42289.597727,42236.839214,-2074.1965379999997,324.011575,2024FY,2024
359,600557,康缘药业,8341.298020999999,-34.905627604038514,346.252683,87755.408934,-35.37938211399365,22657.22408,32901.596082,7584.809977,-315.563565,13191.497039,1607.200756,77626.76436900001,10432.325695,10378.574254000001,-0.693175,-116.956477,2025Q1,2025
361,600557,康缘药业,14236.935366,-35.83152897020646,2807.909446,164157.792856,-27.2930253764474,47801.923838999995,50111.493979,13593.868051,-587.833328,22346.185341999997,2267.716429,148867.59054900002,19897.966112000002,19515.301108,-2.0480389999999997,-115.77498,2025H1,2025
363,600557,康缘药业,19964.174677000003,-30.179506073687172,5315.215634,234268.838058,-24.59480622593827,71532.95696699999,80693.636624,23501.209587,-410.242064,35163.770225,3663.691536,214145.022875,25996.35335,25314.184936,42.194571999999994,24.630498,2025Q3,2025
365,600566,济川药业,217075.463398,26.467662108733116,2013.6780899999999,899636.6979290001,17.899943504140367,153741.134971,411272.752059,36424.003998,-8576.318066,55330.30508400001,13880.960766999999,662072.838813,242349.767081,250792.091789,521.717462,-3638.7737810000003,2022FY,2022
367,600566,济川药业,67675.683278,16.62913355529893,465.671405,238829.68840900002,9.874422894534762,42936.28694,108919.603401,8387.569491,-3868.841788,10662.882282999999,3612.8383229999995,170650.33865,76033.680006,78950.683915,9.333043,2489.09655,2023Q1,2023
369,600566,济川药业,133984.39004,32.09278393253394,757.352157,462897.604933,19.824775200652564,85007.94339700001,200154.06371,18086.940852,-10493.411984999999,21506.450969999998,7061.826520999999,321323.813465,153218.165235,156246.66152,9.333043,3654.094665,2023H1,2023
371,600566,济川药业,194415.79136600002,22.220812315832404,1145.520392,653676.495498,10.91157280788549,119664.24371099999,271901.08832,27894.791196,-17030.526386,33460.34775,9952.957394,445842.90198500006,222468.353119,225957.565687,10.094471,4261.324889,2023Q3,2023
373,600566,济川药业,84526.64616599999,24.86590949075338,520.234101,240254.59543200003,0.5966205594003995,45369.865345,98964.538693,9173.671904,-9376.637459,11422.18359,3874.0096810000005,159427.631754,88592.516946,98979.016422,-0.5944010000000001,4148.226378,2024Q1,2024
375,600566,济川药业,133830.69564000002,-0.0569162650643049,2310.178418,403440.020997,-12.844651452583324,82398.279325,161014.380425,18957.961562,-17819.611803,20820.437423,6359.054622,271730.501554,145779.18516700002,156765.869603,-0.47338500000000006,4979.988679,2024H1,2024
377,600566,济川药业,190282.955486,-2.0557777941480757,2536.592632,580513.45112,-11.19254629497747,120412.26083099999,219034.49239099998,30123.3712,-20539.109475999998,29686.146194999998,9279.374597,387996.535738,211965.758092,223349.76372,18.821344,5174.677318999999,2024Q3,2024
379,600566,济川药业,44033.590483,-47.88624433572342,501.84019800000004,152538.93163,-36.509463489877945,34701.071496,55767.173688,10192.49358,-2981.334037,10094.508437,2835.24669,110609.159854,50232.43585,51466.900446,0.120298,3736.3496909999994,2025Q1,2025
381,600566,济川药业,253155.406002,-10.27061160853787,3234.5111,801689.475663,-16.962412628990073,166354.078659,295413.288249,43265.467767,-24082.877371000002,44478.176451,13438.514283,538866.648038,286288.961644,297824.625899,-288.17308199999997,2225.813762,2024FY,2024
383,600566,济川药业,72436.401118,-45.92640021432487,870.486643,274871.796621,-31.86798970966642,66844.821704,97685.815757,20960.090803,-5572.828577,18989.389633000003,5391.5862369999995,204298.875557,83342.831611,84904.28335299999,-114.085247,2095.441168,2025H1,2025
385,600566,济川药业,102246.342687,-46.306702405519296,1496.435152,393205.724553,-32.26587191142982,93260.981716,133859.097263,32384.903718999998,-5461.279624,27185.392795,7532.772370000001,288761.868239,125512.835342,126040.621476,-114.085247,2262.119037,2025Q3,2025
386,600572,康恩贝,35809.986770999996,-78.45789936958926,7907.7166560000005,600044.339373,-8.643817410584232,244244.91769,21189.339521,10663.993520999999,1995.740984,4348.468861,871.9705220000001,527984.724532,60246.22892,59000.932976,-6906.705984,-23.555192,2022FY,2022
389,600572,康恩贝,28420.966146,141.27282191261062,4281.784175,213054.257091,25.2736231586139,73310.888517,82536.63674,13765.444583,145.717678,4376.487295,2331.188021,176466.362834,41427.308625,40366.742636,-317.323972,-268.391063,2023Q1,2023
390,600572,康恩贝,51613.187967000005,118.76485236927059,6767.196040999999,376454.280283,22.190218673917812,140915.81997799998,10629.694939,4317.148155,789.13082,2122.5923559999997,425.81157699999994,320097.515961,85245.041159,64241.88785499999,-1530.701629,-565.135813,2023H1,2023
393,600572,康恩贝,62323.739418,130.44621680384572,9104.681856000001,518426.688499,15.507051953125476,201610.23890899998,185657.46903,39656.645023000005,-790.177734,16433.439978,6147.310187,448714.925393,80582.186927,79420.917976,-2450.433771,-696.540067,2023Q3,2023
394,600572,康恩贝,59157.29416900001,46.641466085923376,12346.943032,673279.7037140001,12.20499212066985,279559.84389,19935.938511,11025.955522,1017.51992,6318.733005,1030.6773130000001,599230.755545,78826.590013,76769.063254,-71599.45949600001,-2906.493783,2023FY,2023
397,600572,康恩贝,21606.298371,-29.21415198957662,1579.8136960000002,182424.515397,-14.376498321231566,78425.346174,59072.751501,12549.114372,-899.6970859999999,5937.992051,2451.939807,157537.446819,27026.849235,26939.256811000003,-1243.817153,-639.832196,2024Q1,2024
398,600572,康恩贝,38219.866228,-29.199681162875756,5185.004226,344845.23191,-8.39651719439552,155701.075204,10635.215606,4629.209482,468.846409,1754.403098,522.323167,305489.02041,48450.217946,48272.42665,-1229.308259,-773.448681,2024H1,2024
401,600572,康恩贝,51845.760254,-21.961154475058095,8580.643315000001,491300.725768,-5.232362324852089,227292.842582,150762.353377,39361.486347000005,-1221.4667949999998,20822.081680000003,6014.592944,443031.89013599994,65529.175535,64770.034941,-763.9984929999999,-615.870586,2024Q3,2024
402,600572,康恩贝,62241.702927,-2.4259897206444747,11138.374161,651516.343544,-3.232439660656233,305272.129092,19653.864828,12155.268464,821.815004,6107.5228560000005,949.811434,589320.293373,79888.53069099999,77994.169397,-9476.75657,-2673.095686,2024FY,2024
405,600572,康恩贝,18939.582461,-16.065050891099837,1980.037325,168481.83791,-7.642984527960707,76143.30666,55432.965542,11701.350909,-244.51557400000002,5206.587868,2264.4044440000002,150504.099849,22860.616234,22497.81424,-405.846548,-429.49348,2025Q1,2025
406,600572,康恩贝,35360.780868,-11.287712760112372,3502.940079,335834.672405,-2.612928546262049,155397.91666400002,8937.506097,5170.4273299999995,680.873888,2210.289123,508.40711699999997,303070.632348,43236.424726,42850.7812,-975.5654800000001,-273.154399,2025H1,2025
409,600572,康恩贝,58403.473645000005,9.154305553059011,6320.279278,497558.02158100007,1.273618271827031,229947.41805300003,156057.291905,39207.193995,-572.105383,18373.485325999998,6666.284806000001,449679.568701,70703.978025,69674.348046,-802.98788,-405.821378,2025Q3,2025
410,600594,益佰制药,4399.994275,-15.410660239536057,602.982797,68379.792688,-0.5925849961515294,21875.753619,29651.092285000002,7189.374263,86.346952,2246.195284,1220.335739,62269.098141999995,5447.89343,5272.131004999999,-1371.578043,117.463734,2023Q1,2023
412,600594,益佰制药,-42646.719636,-289.9242033502667,2634.734201,273526.283867,-18.269965206872,79422.930603,65055.940517999996,14516.937514,2729.88816,4583.951222,2589.129367,252548.76210599998,-37596.520042000004,-39206.601387,-64384.031265,110.557602,2022FY,2022
414,600594,益佰制药,12790.604929000001,-3.22514690891037,1295.24507,147970.136704,2.3261740217438014,42561.516000999996,35793.803033,7700.1528260000005,-217.067664,1196.517249,1359.006545,131699.82842,15574.362523,15364.2341,-2092.568657,97.320872,2023H1,2023
417,600594,益佰制药,16986.996121,-16.859577802741637,1897.740516,213683.425204,1.7922421031227618,62780.584457000004,93675.63634,24676.569589,1108.404556,7385.280423,3394.34699,193020.82235499998,19930.791436000003,19490.754617,-2742.921625,100.39152,2023Q3,2023
418,600594,益佰制药,10339.904991,120.84547562291242,2853.185086,282056.1015,3.118463612494193,86109.628577,68437.612939,17078.714541,633.24162,4293.384971,2470.265221,262142.58416,13735.795650999999,13232.070464,-9405.120251999999,369.67964900000004,2023FY,2023
421,600594,益佰制药,-6845.480845,-272.04356288767497,495.449944,57264.610011000004,-16.255069282990974,22576.333416,29218.535966000003,7689.0947909999995,806.88005,2279.577894,949.9480869999999,63520.370204,-6773.116214,-6976.571371999999,-1032.208001,4.5716779999999995,2024Q1,2024
422,600594,益佰制药,-10649.343406,-191.16524113966742,1042.355542,116819.14235,-21.052217053982027,43867.769707,58164.625915,16390.648288999997,1247.732791,5214.893155,833.100463,126538.56305799999,-10643.221892,-11402.454340999999,-1827.71924,-162.422536,2024H1,2024
424,600594,益佰制药,-16915.127927,-207.88973366129667,1565.149998,171384.03173699998,-19.795355407944015,64790.811757,82350.24385700001,25040.819303,1613.320015,7917.7945469999995,2571.739932,184284.72941099998,-16347.148203,-17376.639926,-4829.361056000001,-261.586564,2024Q3,2024
427,600594,益佰制药,-938.5719460000001,83.99726615815486,780.242276,50148.077632,-12.427452797867625,19975.043851,20930.39877,6549.841893,754.09662,2061.6783170000003,949.5737220000001,51220.633173,-1047.807798,-999.9543039999999,-660.739518,-83.13441800000001,2025Q1,2025
428,600594,益佰制药,-31721.535807,-466.33596072249605,2161.6488719999998,217403.15788699998,-22.922015609366287,82943.986855,53051.315714,17217.234744,1156.736444,3462.0653859999998,1532.3823439999999,243480.41311300002,-31225.347182999998,-33252.071229,-7891.15004,469.64524800000004,2024FY,2024
430,600594,益佰制药,-1990.205759,79.85302188787598,1401.447176,99312.355398,-14.986231365702194,39075.501332,19136.277868,5645.728084,275.157933,651.8867280000001,966.69439,100873.582593,-2084.446365,-2384.631727,-1765.8871980000001,-109.267976,2025H1,2025
433,600594,益佰制药,-8656.262179000001,47.986192957110234,1751.1400420000002,144670.44881099998,-15.586973100850926,57401.448511,62140.564158,20824.454804,1596.765539,6242.404636,2568.287722,150773.92537,-8991.723675,-9301.660723,-2387.814191,-279.835596,2025Q3,2025
435,600613,神奇制药,4847.714178,-29.358762368684598,851.460927,238861.76777399998,3.716185099496186,112493.37355799999,100270.82473200001,9423.167249,1226.610096,4599.108207,53.399138,230977.443274,6585.1878560000005,6322.834638,-1567.890659,6077.547485,2022FY,2022
437,600613,神奇制药,2379.084661,-1.1574049337156367,93.088975,58279.754036,-0.9259730028148825,26989.171077,22795.120888999998,1986.190157,363.94827000000004,1916.0727570000001,1054.4449630000001,55104.948113,3274.683105,3287.351207,0.499634,8.584014,2023Q1,2023
439,600613,神奇制药,3473.5718509999997,5.330284864031688,272.80772,120567.50566800001,0.28518605336585184,56850.50344,49525.874821,4109.524356,601.2820019999999,2125.84693,1649.430179,114862.461728,5320.469224,5367.32353,-209.362044,-443.14357199999995,2023H1,2023
441,600613,神奇制药,6594.856605,14.959591157923274,633.307503,171054.294895,-0.13282362003182255,82502.96693,67756.374437,6222.134598,799.396406,3148.781757,2273.266192,162702.92032,8397.536745,8412.208896,-209.362044,-438.14357199999995,2023Q3,2023
443,600613,神奇制药,2394.471373,7.5886538769520815,60.335671,57452.883084,-1.418796228085024,29196.396902999997,21244.326419,1861.5043030000002,164.71719,896.010075,999.082378,54362.03726799999,3174.6214600000003,3138.482912,15.191770000000002,9.036,2024Q1,2024
445,600613,神奇制药,5700.067454999999,20.63429905678553,1094.99551,234094.5518,-1.9958053640926379,117206.231551,90940.917686,9253.482412000001,1092.1153259999999,3230.4982170000003,53.007695,224630.524656,8283.919441,8340.796651,-7241.260081,4768.50533,2023FY,2023
447,600613,神奇制药,3783.7024850000003,12.69941037783516,303.746926,111036.603545,-7.90503383991763,58420.43053,38748.018573,4107.788085,29.262960999999997,2511.573373,1472.3863509999999,105289.459873,4790.311552,4965.404718,4991.897194,-1148.157647,2024H1,2024
449,600613,神奇制药,5935.378997,-10.138589692712346,389.283707,156327.351907,-8.609513720213798,79920.993466,55964.731153999994,6657.044865,188.358463,3189.511113,2190.6440350000003,148111.283096,7432.217084999999,7221.105548,-96.350441,-1141.838647,2024Q3,2024
451,600613,神奇制药,1499.449683,-37.43785447064218,102.627245,47992.683464,-16.46601373540915,25546.726482,16012.880318000001,2191.03802,141.912915,765.628053,924.463085,45582.648873,2088.196961,2015.3153690000001,-55.812175,-391.018242,2025Q1,2025
453,600613,神奇制药,7138.804735,13.420788255246599,544.6524410000001,204880.84506300002,-12.47944751911991,107506.67129500001,69235.442588,9265.458847,486.92488,3288.5108760000003,53.059383,192474.442786,9166.709051,8757.786667,4766.862183,-1583.906525,2024FY,2024
455,600613,神奇制药,3280.814686,-11.510385779293971,265.171794,96084.984672,-13.465486511338154,51077.495981,31799.484864,4499.46836,143.887231,1385.093165,1447.491924,90352.921525,4613.763806,4545.472393,-801.7259230000001,-596.857848,2025H1,2025
457,600613,神奇制药,5030.160435,-13.131427056333672,383.739398,139786.199039,-10.5810996388146,74007.738715,46219.800549,6982.472688,148.975142,2176.182684,2240.9618579999997,131776.13163599998,6625.921515,6515.778717,-1260.3522779999998,-611.867612,2025Q3,2025
459,600671,天目药业,-905.510093,-41.82116513642842,22.415452,2225.2900210000003,-14.581973855508862,1767.694144,188.434814,972.223923,153.459839,0.137168,-13.845823999999999,3068.104064,-830.111127,-997.387417,-830.111127,-9.712536,2023Q1,2023
460,600671,天目药业,-6756.028378,-123.32162474193429,89.701454,10890.617908,-25.949016399661478,8392.978375,226.731013,1800.3973230000001,343.705445,121.952,0.64366,14563.910097,-6988.251697,-7236.564699,-3533.9629549999995,812.205512,2022FY,2022
462,600671,天目药业,-2342.104186,3.044911934271648,40.552085,5095.389251,-1.7552738390819986,3944.4703990000003,53.948337,666.339574,330.67584500000004,165.694536,-23.825204,6699.351512,-2068.662089,-2364.3013109999997,-663.442279,152.06116200000002,2023H1,2023
465,600671,天目药业,-2745.799953,20.144157509639975,51.742841,8610.717219,9.982495256976549,6648.720995000001,219.91647400000002,3183.7059329999997,496.522554,44.295633,62.768682999999996,10655.930272,-2272.075194,-2752.601188,-733.8136860000001,501.672117,2023Q3,2023
466,600671,天目药业,-3827.5148,46.26110192008832,74.086486,12177.853584999999,11.819675319381325,9524.638208,105.34213100000001,2071.663727,390.68329,48.221665,9.955300999999999,15153.571326,-3756.94367,-3631.0173340000006,-887.2375279999999,51.170319,2023FY,2023
469,600671,天目药业,-972.278348,-1.2491202302785718,8.332736,3833.144182,72.25369034268454,2989.484,208.920384,1604.4127349999999,142.960549,0.137168,3.9222029999999997,4949.699871,-1091.618717,-1007.26716,12.336223,4.268013,2024Q1,2024
470,600671,天目药业,-1850.072895,20.11809738756995,26.42595,5954.839828,16.86722122026945,4345.867567,107.25378799999999,1564.591321,281.119408,10.679611999999999,-9.937842,8457.386037,-2444.651516,-2138.202377,11.551633,17.032904000000002,2024H1,2024
473,600671,天目药业,-369.554606,86.33637685323507,37.453439,12468.044671,44.79681952031363,7136.282586,446.459557,4740.626416,541.017182,10.679611999999999,97.393135,12972.458488,-730.555919,-362.779529,11.551633,-264.30537400000003,2024Q3,2024
474,600671,天目药业,1524.582773,155.64259961633263,60.053897,21729.593369,78.43533113064605,11434.163046,231.57560800000002,3029.747492,190.59344099999998,120.679612,56.81663399999999,18888.47376,2511.321857,2907.219579,-247.08935499999998,-146.914984,2024FY,2024
477,600671,天目药业,509.430804,128.82383000215623,8.226669000000001,5229.346492000001,88.54524759956027,3088.3717300000003,230.303106,1413.9528619999999,130.132215,130.132215,54.15055,4916.910463,321.530305,457.05195,27.925579,-27.057971999999996,2025Q1,2025
478,600671,天目药业,1024.780874,133.8750074527786,19.049283,10359.737390999999,73.97172199809499,5995.109243999999,133.912028,1308.834418,84.159141,10.679611999999999,48.817617,10032.724073000001,264.869273,711.8740849999999,-49.450146999999994,29.354527,2025H1,2025
481,600671,天目药业,1420.87966,299.6262083844167,29.110667,15894.041266,27.47821880177157,8522.769611,1016.5110269999999,4683.670548,497.066345,10.679611999999999,185.04261200000002,14905.060143,715.352396,1000.118874,-60.473479000000005,-272.651705,2025Q3,2025
482,600750,江中药业,59605.870867,21.33203034155565,4580.722196,381164.151059,32.626144064577055,134001.33446800002,22444.627586000002,10000.812695,-784.204424,8073.360956,3446.854375,315870.20876300003,74613.23589400001,75100.644944,-11.249971,-1383.52344,2022FY,2022
485,600750,江中药业,24083.106077,33.27525069778779,981.8533970000001,131637.872666,41.435581453205955,42135.891308,53149.535411000004,4992.2384409999995,-1241.576755,2664.228945,1729.871585,103430.188935,30006.622182,30461.368070999997,372.91693100000003,135.186179,2023Q1,2023
486,600750,江中药业,44700.183445999995,14.841938078268493,2078.643927,229754.93820300003,20.86801721509918,73541.464129,10917.981126,4037.023271,-1821.396537,4031.8367689999995,1991.395594,178387.993617,55653.971787,56105.36924,0.495172,502.305143,2023H1,2023
489,600750,江中药业,58947.65369400001,16.02749247236849,2984.0914980000002,314005.90491700004,9.243483187258535,101423.791677,122538.214973,14390.845709000001,-4328.2188719999995,7084.390981999999,4599.101833,245708.126302,72661.28392,73316.15332699999,0.495172,712.622359,2023Q3,2023
490,600750,江中药业,70829.152066,18.606276201552856,5068.258992,439010.19789899996,12.996005711966047,152300.64271500002,21483.165753,10446.212692000001,-3867.897531,8611.571972,3608.5761880000005,349796.24631300004,89411.564606,89713.364504,-885.399082,-102.534966,2023FY,2023
493,600750,江中药业,26677.951736000003,9.54976683325107,354.334256,122740.44838199999,-8.735842903147336,38329.221802,45122.895744,3986.30574,-2128.659418,2861.525733,1770.850911,89942.140512,33521.549552,33605.513002,-822.050098,1140.245962,2024Q1,2024
494,600750,江中药业,48875.344317,9.956814584158836,2440.789093,217252.700386,-8.021307799207259,67257.577174,7604.59835,4688.40538,-3072.993918,3575.122718,2232.179511,159648.814046,61618.13774,61983.975849,-760.600865,2386.46483,2024H1,2024
497,600750,江中药业,63434.089778999994,8.983442246034318,3791.283081,297187.912596,-8.18796684202364,96082.787854,105507.366222,13635.048678000001,-5954.882267,7786.2125989999995,4530.607346,221587.14043200001,80685.222886,80756.356973,-803.989743,2303.0379120000002,2024Q3,2024
498,600750,江中药业,78819.25574400001,9.339228381101696,6537.8991829999995,443545.059073,-2.586334010446145,161799.330084,16484.229033,12515.166012,-5497.219655,9652.397587000001,3660.221418,346130.648283,102829.796381,102561.27937999999,-1607.2851210000001,1446.558618,2024FY,2024
501,600750,江中药业,28491.426389999997,6.14662331458836,3306.761971,118409.92079300001,-7.033440453369888,37636.739716000004,40026.384592,5344.541371,-1766.1268940000002,2694.6333640000003,1754.733676,85690.905825,35921.077257,35899.446022000004,-83.293766,-37.288047999999996,2025Q1,2025
502,600750,江中药业,52233.750327999995,4.970275185134179,5861.834554,214111.814251,-5.786065891602467,71515.402627,5080.346740999999,4516.940823,-3165.230422,4854.915217,2013.161547,150906.92671,70086.721592,70324.032265,967.339762,101.573838,2025H1,2025
504,600750,江中药业,68345.004289,6.0155139619969615,6705.477661999999,293317.222519,-6.279688528656716,99572.792856,88378.26434600001,13580.099616999998,-5671.2839380000005,9713.972032,4443.380435,210017.225348,91841.008164,92369.507161,1826.369928,193.321678,2025Q3,2025
506,600771,广誉远,-39872.379232,-25.69751692357683,193.342638,99469.479074,16.444373168184583,34484.994504,85362.79399199999,8931.443395,2519.165784,2896.132443,2054.774836,136249.304954,-42824.403585,-41998.275756,-5718.889541,-425.231813,2022FY,2022
509,600771,广誉远,979.045311,28.641679825442406,39.224957,36904.504347,55.1592030671609,10353.869219,21192.007346000002,1842.051818,398.229277,877.246717,695.472721,35358.877098000004,1601.778125,1549.573917,-11.453286,-11.453286,2023Q1,2023
510,600771,广誉远,1006.406901,35.21638234437159,400.725738,66385.005687,38.47156245480025,18718.673881,36616.914679,3996.618537,829.2287200000001,1601.897552,0.134121,63893.157254,2144.68583,1633.6180539999998,0.111436,-778.9111330000001,2023H1,2023
513,600771,广誉远,2448.715221,144.18018707535737,429.614564,93780.808135,14.185531754729746,25841.627178,52811.571513999996,5950.550475,1109.037366,2442.672377,2667.8974980000003,90823.356408,2640.6917320000002,3442.604881,-11.453286,-777.899728,2023Q3,2023
515,600771,广誉远,9007.856563,135.30381103816404,1959.72327,128401.57518900001,13.557301282303586,0.0004,64345.796824000005,3635.870136,-142.66242,3138.156118,1.052651,116230.56778699999,11481.262701,10037.399161,-313.291196,-2501.3907329999997,2023FY,2023
517,600771,广誉远,4130.361394,76.21073778676094,95.778409,34337.892432,-11.133332152961092,8287.758434000001,15863.467062,2018.645206,254.074252,898.387458,801.00627,28123.338681999998,6223.121798,5413.161932,-19.977898,0.06,2024Q1,2024
519,600771,广誉远,5960.305133,29.148719693359865,1514.6189279999999,65960.017582,-4.896360774347873,16433.848116,29538.989845999997,4402.595986,438.66764800000004,1793.964591,1237.966333,53846.03252000001,8096.939743000001,7285.658284,0.111436,-5433.014017,2024H1,2024
521,600771,广誉远,7096.420971,-14.193691949504093,1654.723485,89352.576469,-7.928623888578056,23252.31303,44414.208635,6843.582535,527.956343,2791.0261530000002,1800.6080510000002,79629.694747,9714.639073,8963.055773,0.002666,-1575.6742570000001,2024Q3,2024
522,600771,广誉远,7445.301826000001,-9.962441707035353,1970.6787510000001,122142.627679,-4.874509912193202,32219.808814,57927.770735000006,3301.835349,476.832196,3859.173871,0.24188800000000002,106040.547514,9080.15775,8084.699489,-1216.473041,-7001.46858,2024FY,2024
525,600771,广誉远,6358.434346,32.25388364036975,13.583716,41714.253551999995,21.481694412688682,13642.892388,17235.746996,2014.127768,60.055867000000006,1233.598772,892.0341050000001,35078.455896,6615.841063,6605.599617,,3.26077,2025Q1,2025
527,600771,广誉远,7685.7103560000005,16.047691816704948,1135.419068,77928.356511,18.14483890050702,24798.107180000003,36113.994569999995,4083.526328,99.812497,2071.972499,1831.945066,68999.35814,8779.290205,8662.70324,2122.0623010000004,-1296.7389779999999,2025H1,2025
529,600771,广誉远,7888.398722,2.274863502706748,1202.469461,106072.280538,18.712055913464045,34140.332787,47414.63028,6267.20818,113.527584,3104.313971,2508.213257,93548.22605900001,12493.746226000001,11806.765454,15.688217000000002,-1296.7389779999999,2025Q3,2025
531,600976,健民集团,40756.909278,32.54231976051435,5722.558667,364080.047709,10.346355608261229,206529.70008,48112.5761,8037.088068999999,-796.904231,4821.642075,1080.615857,336865.809449,44217.308249,43794.295762,-973.74379,-2762.455621,2022FY,2022
533,600976,健民集团,9956.011711,12.457222791316596,334.044977,101338.61103500001,10.397563353427804,51017.473681,37920.272493000004,4419.51628,-27.670946,1782.390134,762.6427980000001,95874.62444,11080.992671,11036.551784000001,38.387357,-0.166757,2023Q1,2023
534,600976,健民集团,25237.151088,34.46894596357356,1083.5662439999999,216143.02938800002,17.66993253302056,115825.264288,33616.513613999996,4765.553594,-536.442809,2569.86612,724.769764,199696.13946500001,28333.283832,28313.745125999998,38.387357,-3.03021,2023H1,2023
537,600976,健民集团,41512.395923000004,32.12322781553186,2595.807517,311761.919223,10.947887317423874,164581.61527,101976.256519,13618.075649,18.147289,5200.797533,2216.300202,287611.192462,45939.073619,45915.359105,38.387357,-0.25138699999999997,2023Q3,2023
538,600976,健民集团,52145.767742,28.87066624767719,4155.266892000001,421315.457299,15.720556495792051,227313.20980500002,59541.027161,9500.478537,-929.255531,5338.364859,1313.056225,389404.42528699996,57386.030376999995,57109.350407000005,-1489.3565310000001,-1007.5926919999999,2023FY,2023
541,600976,健民集团,9952.395019,0.3845288214402998,503.718092,97012.113545,-4.269347532803402,55782.770177,30427.212357,4210.024756,36.610333000000004,2295.166826,534.640165,93286.424614,10960.570999,10823.835199,-38.387357,,2024Q1,2024
542,600976,健民集团,23935.752802000003,-4.808630315826201,4393.636624,200959.609748,-7.024709370915757,114565.50674400001,23637.360281,4754.456333,-506.954583,3025.4490960000003,450.78764400000006,191711.05652,26368.519245,26061.103443,-38.387357,0.0071,2024H1,2024
545,600976,健民集团,32161.563973,-22.103422293037127,4843.200973,288131.709047,-7.5795691259834665,164241.67461,91878.928572,12436.256993,821.20355,6044.830919,1644.5832460000001,277067.47789000004,35278.566072,34784.51937,-38.387357,,2024Q3,2024
546,600976,健民集团,36217.865698,-29.71609433082061,5070.061906,350498.60685100005,-16.808509923181507,183199.127922,46333.051805,9498.821062,-694.710429,5835.587893999999,810.038812,336593.09921,39678.257667,39262.146678,-140.466887,-4594.155849,2024FY,2024
549,600976,健民集团,11017.746341,10.820175024460212,266.961588,89208.43131799999,-8.04402867006933,37814.499622,36158.213605000004,4616.497969,319.967194,2100.658252,567.041447,81576.878089,12481.863375,12478.376442,,,2025Q1,2025
550,600976,健民集团,22062.562518000002,-7.750094795650904,1550.898455,180459.91925099998,-10.20090082912993,73192.799367,30649.029261,4332.577283,-172.18713300000002,4178.957237,408.89388199999996,166426.13020699998,23762.840259,23922.761389,0.0072,0.0071,2025H1,2025
553,600976,健民集团,28573.732193,-11.08599619791324,1708.561143,255193.417379,-11.431678858583073,104119.46248999999,111816.381276,12482.375609,866.301041,7831.893723,1695.8186920000003,238812.232831,30436.503094,30575.684975,,,2025Q3,2025
