table_name,source_name,report_type,page_number,source_method,warning_text,stock_code,stock_abbr,report_year,report_period,total_operating_revenue,operating_revenue_yoy_growth,net_profit_10k_yuan,net_profit_excl_non_recurring,net_profit_excl_non_recurring_yoy,eps,roe,serial_number,net_profit_yoy_growth,gross_profit_margin,net_profit_margin,roe_weighted_excl_non_recurring,net_asset_per_share,operating_cf_per_share,asset_cash_and_cash_equivalents,asset_trading_financial_assets,asset_accounts_receivable,asset_inventory,asset_construction_in_progress,asset_total_assets,asset_total_assets_yoy_growth,liability_short_term_loans,liability_accounts_payable,liability_advance_from_customers,liability_contract_liabilities,liability_total_liabilities,liability_total_liabilities_yoy_growth,equity_unappropriated_profit,equity_total_equity,asset_liability_ratio,total_operating_expenses,operating_expense_cost_of_sales,operating_expense_taxes_and_surcharges,operating_expense_selling_expenses,operating_expense_administrative_expenses,operating_expense_rnd_expenses,operating_expense_financial_expenses,other_income,credit_impairment_loss,asset_impairment_loss,operating_profit,total_profit,net_profit,operating_cf_cash_from_sales,operating_cf_net_amount,investing_cf_cash_from_investment_recovery,investing_cf_cash_for_investments,investing_cf_net_amount,financing_cf_cash_from_borrowing,financing_cf_cash_for_debt_repayment,financing_cf_net_amount,net_cash_flow,net_cash_flow_yoy_growth,operating_cf_ratio_of_net_cf,investing_cf_ratio_of_net_cf,financing_cf_ratio_of_net_cf,operating_revenue_qoq_growth,net_profit_qoq_growth
cash_flow_sheet,600252_20240831_V2T1.pdf,全文,52,pdfplumber.combined_pages,,600252,中恒集团,2024,2024H1,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165889.760605,21462.273063999997,8145.895611,8830.259113,15253.997528,67533.0,52556.143489999995,-4815.61264,24365.417075,272.0916339448625,88.08498125821635,62.60511560728127,-19.76412973017003,,
core_performance_indicators_sheet,600252_20240831_V2T1.pdf;600252_20240831_ZPTH.pdf,全文,5,pdfplumber.combined_pages,,600252,中恒集团,2024,2024H1,141096.306667,-4.62,2190.870657,838.171613,-87.01,0.0064,0.33,153,-75.18,39.91819503392643,1.5527484090498926,0.1043977443822166,2.3453359898607653,0.06269587260696056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.919976953294423,-159.95571561187353
balance_sheet,600252_20241030_R5VC.pdf,全文,7,pdfplumber.combined_pages,,600252,中恒集团,2024,2024Q3,,,,,,,,111,,,,,,,356645.605242,55235.402361,58668.666476,76793.559651,10325.208982,1141178.193881,-2.178801875242856,103659.73620099999,44666.462980000004,392.157038,4930.119657,321464.195977,-6.6215386672252965,231160.624669,819713.997904,28.169500407621857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600252_20241030_R5VC.pdf,全文,10,pdfplumber.combined_pages,,600252,中恒集团,2024,2024Q3,192686.47076700002,-11.030025125264203,,,,,,112,-115.97999375816906,,,,,,,,,,,,,,,,,,,,,,199311.114615,114656.39665899999,3186.442194,53349.817146,23580.174328999998,7816.551340999999,-3278.267054,5861.184472999999,-762.595116,-264.886934,-3305.3342420000004,80.911689,1122.004444,,,,,,,,,,,,,,,
cash_flow_sheet,600252_20241030_R5VC.pdf,全文,12,pdfplumber.combined_pages,,600252,中恒集团,2024,2024Q3,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240187.28353299998,44625.889773,58145.895611,11190.943434,61398.438088999996,104813.398531,108537.25261400001,-39726.085175,66240.363146,197.29436372005216,67.36963333766806,92.69037060330128,-59.972625885881634,,
core_performance_indicators_sheet,600252_20241030_R5VC.pdf,全文,1,pdfplumber.combined_pages,,600252,中恒集团,2024,2024Q3,192686.47076700002,-11.03,1122.004444,-1132.699718,-111.93,0.0033,-0.16,156,-90.69,40.49587591562431,0.5822953939286937,-0.1381823075970767,2.4109139741368084,0.13125209711816438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.73644008194592,67.41508769845602
balance_sheet,600252_20250329_1620.pdf,全文,101,pdfplumber.combined_pages,,600252,中恒集团,2024,2024FY,,,,,,,,113,,,,,,,405474.882646,5273.533982,52366.784085,12586.723419,5338.086289,1097902.799283,-5.88834607403381,130404.25856300001,50368.524018000004,404.875295,3546.241449,346428.259771,6.920429343787244,192216.60335699999,751474.539512,31.553636624047193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600252_20250329_1620.pdf,全文,105,pdfplumber.combined_pages,,600252,中恒集团,2024,2024FY,227082.31887600003,-26.665837251481587,,,,,,114,-547.1409807596023,,,,,,,,,,,,,,,,,,,,,,242675.80787699998,128960.407182,100.067136,66615.72827,34928.268592,11750.142104,-4107.7797740000005,7831.565627,-5189.042562,-24019.182283000002,-51707.823138,-50829.549725,-37697.914618,,,,,,,,,,,,,,,
cash_flow_sheet,600252_20250329_1620.pdf,全文,109,pdfplumber.combined_pages,,600252,中恒集团,2024,2024FY,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302696.579462,47742.705513,102270.175114,19892.434048,123558.27858299999,149599.209182,130839.95965,-22040.111861,120695.445547,272.6075287152904,39.55634390065574,102.37194785853387,-18.26093085875172,,
core_performance_indicators_sheet,600252_20250329_1620.pdf;600252_20250329_7P2G.pdf,全文,6,pdfplumber.combined_pages,,600252,中恒集团,2024,2024FY,227082.31887600003,-26.67,-37697.914618,-33076.10132,,-0.1119,-5.97,158,-547.1409807596023,43.20984221919111,-16.60099069121503,-4.401493275005603,2.2306273920850126,0.14171629388628854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.32867086383236,
balance_sheet,600252_20250430_1GQP.pdf,全文,6,pdfplumber.combined_pages,,600252,中恒集团,2025,2025Q1,,,,,,,,115,,,,,,,406314.994105,8784.848070999999,74950.16073999999,72620.825472,5382.976143,1097588.350157,-0.028640889357910884,142630.22191,52036.222301,421.85052300000007,3329.6290879999997,350047.72401199996,1.7238727109817025,194043.31423699998,747540.626145,31.892441639156328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600252_20250430_1GQP.pdf,全文,9,pdfplumber.combined_pages,,600252,中恒集团,2025,2025Q1,74203.248062,-7.924546802656594,,,,,,116,-89.56600472829392,,,,,,,,,,,,,,,,,,,,,,73454.410177,52222.292263999996,750.812971,10948.923598000001,7254.793245999999,2555.768367,-278.180269,792.2905559999999,-77.968236,6.964858,457.936254,910.002891,1826.71088,,,,,,,,,,,,,,,
cash_flow_sheet,600252_20250430_1GQP.pdf,全文,11,pdfplumber.combined_pages,,600252,中恒集团,2025,2025Q1,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59771.164980999994,-7887.640134,14109.832196000001,6363.321010000001,-206.314886,54871.963641999995,43198.07078,8564.885695,465.574245,-97.16413748290746,-1694.1744992788422,-44.314067673567294,1839.6390665896909,,
core_performance_indicators_sheet,600252_20250430_1GQP.pdf,全文,1,pdfplumber.combined_pages,,600252,中恒集团,2025,2025Q1,74203.248062,-7.92,1826.71088,1577.2127,-39.54,0.0055,0.3,162,-66.61,29.62263293331037,2.4617667389353426,0.21098688751319702,2.250752151756768,-0.023748706602656242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.73315426574402,104.70560197995911
core_performance_indicators_sheet,600252_20250830_579G.pdf;600252_20250830_3BRA.pdf,全文,5,pdfplumber.combined_pages,,600252,中恒集团,2025,2025H1,145104.97593699998,2.84,2707.762427,2483.0200170000003,196.24,0.0082,0.44,165,23.59,30.294044543369242,1.8660713800577216,0.3387373801057678,2.2198334488488713,0.08295214122475894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.449293357403243,-51.76841849214803
balance_sheet,600252_20250830_579G.pdf,全文,41,pdfplumber.combined_pages,,600252,中恒集团,2025,2025H1,,,,,,,,117,,,,,,,413204.412107,4816.359254,86008.905202,12380.173875,5273.944483,1103291.597023,0.4908264869639911,140907.424122,55029.083678999996,425.91270999999995,3367.859514,370269.449829,2.0037518858925383,194924.365784,733022.147194,33.560434143438975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600252_20250830_579G.pdf,全文,45,pdfplumber.combined_pages,,600252,中恒集团,2025,2025H1,145104.97593699998,2.841087314539568,,,,,,118,-66.45077527880824,,,,,,,,,,,,,,,,,,,,,,144095.10771500002,101146.80989199999,64.366099,23079.266863,14782.261212000001,4747.030649,-1668.048464,2793.5711579999997,-847.013501,-218.467735,1847.026589,2773.464079,2707.762427,,,,,,,,,,,,,,,
cash_flow_sheet,600252_20250830_579G.pdf,全文,49,pdfplumber.combined_pages,,600252,中恒集团,2025,2025H1,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122850.559754,27392.035518,16486.262255,7515.795911,18736.489000999998,118131.07430899999,86701.000378,10080.715133,6751.652729,-72.29001782231958,405.7085963610733,277.5096669371366,149.3073701747257,,
balance_sheet,600252_20251031_UHBG.pdf,全文,7,pdfplumber.combined_pages,,600252,中恒集团,2025,2025Q3,,,,,,,,119,,,,,,,405705.846238,8107.026829,80107.26229,67971.84671499999,5109.3244460000005,1106425.351924,0.7762574835008983,158305.809392,46853.036287,427.55638600000003,2833.1969329999997,380165.744208,4.142457945021316,194680.640851,726259.6077159999,34.35981863095572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600252_20251031_UHBG.pdf,全文,9,pdfplumber.combined_pages,,600252,中恒集团,2025,2025Q3,194813.103049,1.1036749355233866,,,,,,119,-1.4492813800088618,,,,,,,,,,,,,,,,,,,,,,197777.41234,132623.099552,2717.314536,35162.896938,22876.427839,7881.835118999999,-3484.161644,4118.165781000001,-1308.288074,-398.756163,785.179479,1105.97063,2464.037494,,,,,,,,,,,,,,,
cash_flow_sheet,600252_20251031_UHBG.pdf,全文,12,pdfplumber.combined_pages,,600252,中恒集团,2025,2025Q3,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180941.10268699998,-15639.667388999998,19716.820249,9094.005331,-2367.455579,156015.543584,102813.983373,18672.416755000002,616.092379,-99.069913947117,-2538.5263512568135,-384.26957704665904,3030.781972227577,,
core_performance_indicators_sheet,600252_20251031_UHBG.pdf,全文,1,pdfplumber.combined_pages,,600252,中恒集团,2025,2025Q3,194813.103049,1.1,2464.037494,-1883.913639,-66.32065931175592,-0.0008,-0.04,167,119.61,31.922905863964278,1.2648212340112657,-0.2593994790546984,-0.23579498590730455,0.005077736820834269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.891515197435474,-127.66295954304702
balance_sheet,600285_20230426_0A88.pdf,全文,5,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023Q1,,,,,,,,121,,,,,,,142128.362104,18.536804,21192.986787,49156.834725,178.402518,449146.214719,3.3855092692851794,8150.292818000001,7345.990387999999,6.484,6220.020722,178498.131328,-0.3733972656612954,152492.983918,270648.083391,39.74165326978744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600285_20230426_0A88.pdf,全文,8,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023Q1,78864.824906,15.616790876400122,,,,,,121,10.310769364521871,,,,,,,,,,,,,,,,,,,,,,62276.468853,18506.526391,1091.980555,37634.901913,3504.489868,2120.520259,-581.950133,309.346748,-250.077353,-3.228082,17062.999652000002,16995.293118999998,14424.638490000001,,,,,,,,,,,,,,,
cash_flow_sheet,600285_20230426_0A88.pdf,全文,10,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023Q1,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83615.804846,8152.162854000001,318.73610299999996,702.705251,14237.358631000001,3879.2765600000002,2000.0,1809.784934,24198.794428999998,609.0376357803533,33.688301613201006,58.83499144047381,7.478822712883339,,
core_performance_indicators_sheet,600285_20230426_0A88.pdf,全文,1,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023Q1,78864.824906,15.616790876400122,14424.638490000001,13793.522271000002,,0.26,5.5,169,10.310769364521871,76.53386485919653,18.290332232643532,5.0964788289569265,4.878354610442649,0.14694041334272634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balance_sheet,600285_20230426_DWDG.pdf,全文,77,pdfplumber.combined_pages,,600285,羚锐制药,2022,2022FY,,,,,,,,124,,,,,,,117929.567675,15042.128288,19597.326458,48641.133798,192.406879,434438.26692299993,14.534209378203894,9381.145478,6802.057505,6.3916,15375.478238,178591.684212,19.079785343543705,138068.345428,255846.58271100002,41.10864484312421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600285_20230426_DWDG.pdf,全文,81,pdfplumber.combined_pages,,600285,羚锐制药,2022,2022FY,300186.221398,11.447931901674266,,,,,,123,28.367362839549564,,,,,,,,,,,,,,,,,,,,,,258441.71215700003,83211.381397,3029.726522,144350.06819000002,16940.837942,12506.557601999999,-2658.757568,3875.489251,-351.405191,-17.050465,51712.148202,51703.452824,46533.082706,,,,,,,,,,,,,,,
cash_flow_sheet,600285_20230426_DWDG.pdf,全文,84,pdfplumber.combined_pages,,600285,羚锐制药,2022,2022FY,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323452.862564,83490.97340700001,5.894767,2699.388473,-8381.194353,9000.0,17000.0,-37308.980543,37804.397363,448.4785643977096,220.84989903506434,-22.169892757509903,-98.6895259425961,,
core_performance_indicators_sheet,600285_20230426_DWDG.pdf;600285_20230426_FY7P.pdf,全文,6,pdfplumber.combined_pages,,600285,羚锐制药,2022,2022FY,300186.221398,11.45,46533.082706,40904.079511,15.28,0.836,19.28,170,28.71,72.28007967538433,15.501405257473294,15.987737290673357,4.596466228075992,1.499974850349903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balance_sheet,600285_20230810_OCOP.pdf,全文,38,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023H1,,,,,,,,125,,,,,,,130625.710599,18.132732,26690.887325,45527.067667,88.373572,434587.107807,0.03426053718846171,6961.690812000001,7288.432826,6.424,5170.485595,179568.028719,0.38099160394559184,135920.854747,255019.079088,41.31922587973919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600285_20230810_OCOP.pdf,全文,43,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023H1,170066.249556,13.175383742032023,,,,,,125,17.147351553835566,,,,,,,,,,,,,,,,,,,,,,134726.37319800002,41975.505427,1682.413038,79146.151673,8428.370481,4328.487749,-1537.60795,1026.135487,-470.910556,-20.010617,36548.515062,36445.336263,31698.110619,,,,,,,,,,,,,,,
cash_flow_sheet,600285_20230810_OCOP.pdf,全文,46,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023H1,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181961.163773,39317.280319,318.73610299999996,884.1346619999999,2129.2558010000002,6960.579701000001,2000.0,-28751.590077999997,12697.099949,-16.911930750027967,309.6555944028507,16.76962306000983,-226.44218123418347,,
core_performance_indicators_sheet,600285_20230810_OCOP.pdf;600285_20230810_R4S2.pdf,全文,5,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023H1,170066.249556,13.18,31698.110619,30125.175919999998,26.08,0.563,11.69,175,17.18,75.31814481909996,18.638683866878793,11.812910637013411,4.529473168046931,0.6983264424072265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.642714934958848,19.74977494912593
balance_sheet,600285_20231028_192E.pdf,全文,6,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023Q3,,,,,,,,127,,,,,,,121782.744046,20.2036,29482.835833999998,45461.343381,88.373572,463207.81721300003,6.622241289600585,10178.713029999999,7495.544714,7.4976,6113.0239409999995,191334.026482,7.382082544752853,150840.948346,271873.790731,41.30630342838483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600285_20231028_192E.pdf,全文,9,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023Q3,250678.083345,10.090199454015151,,,,,,128,14.989726966331382,,,,,,,,,,,,,,,,,,,,,,198821.629095,63604.344715,3458.5063979999995,114887.45361199998,12671.84828,6645.163723,-2445.687633,1540.4612,-555.911702,-19.605337,53909.688296,53787.681386000004,46618.204218,,,,,,,,,,,,,,,
cash_flow_sheet,600285_20231028_192E.pdf,全文,11,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023Q3,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259300.57857600003,50868.915263,318.73610299999996,1094.880833,-18613.283718000002,7377.601919,2000.0,-28402.083264999997,3854.133396,-87.95240248622122,1319.8535192319534,-482.94342217936037,-736.9252785717539,,
core_performance_indicators_sheet,600285_20231028_192E.pdf,全文,1,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023Q3,250678.083345,10.09,46618.204218,44186.899377999995,20.19,0.83,5.69,177,15.01,74.62708192663837,18.596840854986475,16.252724935048935,4.840496327389657,0.905680524947972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.611212107309997,-13.624235546997932
core_performance_indicators_sheet,600285_20240426_7A8A.pdf;600285_20240426_3V73.pdf,全文,6,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023FY,331147.260654,10.31,56810.930285,53422.552692000005,30.61,1.003,21.28,184,22.09,73.29322842854333,17.155790500214657,19.08836643462251,4.941114350234758,1.4361127885491196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1769671688320673,-31.684570211522285
balance_sheet,600285_20240426_4HIP.pdf,全文,6,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024Q1,,,,,,,,129,,,,,,,146628.482394,6043.643305,28409.904744,45938.319757,344.20762,498155.43169700005,4.393138589301949,2809.915076,8304.200934,8.179501,10728.348856,203986.460609,3.972167301504739,180062.10485899998,294168.971088,40.948356201618914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600285_20240426_4HIP.pdf,全文,8,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024Q1,90904.68677,15.266453553089699,,,,,,130,32.007380525444646,,,,,,,,,,,,,,,,,,,,,,69649.77520399999,22183.244812,1328.860758,41410.850486,3489.5968439999997,2039.311338,-802.089034,291.517018,-222.240302,-0.377452,22082.641861,22082.015171,19037.863992,,,,,,,,,,,,,,,
cash_flow_sheet,600285_20240426_4HIP.pdf,全文,11,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024Q1,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76187.821797,4490.629379,318.73610299999996,644.453653,-5744.053653,3879.2765600000002,2000.0,-1146.444916,-2399.799785,-109.9170220733148,-187.12516798562842,239.35553661198446,47.772523489912714,,
core_performance_indicators_sheet,600285_20240426_4HIP.pdf,全文,1,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024Q1,90904.68677,15.266453553089699,19037.863992,18145.931333,31.554007573182812,0.34,6.59,183,32.007380525444646,75.59724850257025,20.94266496970407,6.168540232467851,5.253606718272012,0.0801988074660892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96833124182178,86.77892319344319
balance_sheet,600285_20240426_7A8A.pdf,全文,81,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023FY,,,,,,,,132,,,,,,,149889.52302999998,20.607672,25840.26986,46735.285433,287.917256,477191.73733900004,9.835049635576485,14122.083563,5737.767921,9.973301,11447.723023,197322.043539,10.993962952897137,161024.24086700001,279869.6938,41.35068319483939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600285_20240426_7A8A.pdf,全文,85,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023FY,331147.260654,10.313944161664388,,,,,,131,22.09534454133054,,,,,,,,,,,,,,,,,,,,,,268330.353191,88438.742468,3464.2094909999996,150378.339473,17420.739433000002,10965.185595,-3574.434923,1663.02006,-594.144314,-287.326984,65630.72353999999,65304.416992,56810.930285,,,,,,,,,,,,,,,
cash_flow_sheet,600285_20240426_7A8A.pdf,全文,88,pdfplumber.combined_pages,,600285,羚锐制药,2023,2023FY,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365870.701765,81342.874887,809.402773,2119.8079989999997,-22970.254603,10284.444021,2000.0,-27273.392764,31098.990106,-17.737109237886507,261.56114590777764,-73.86173803299258,-87.69864446092762,,
balance_sheet,600285_20240813_K1KH.pdf,全文,30,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024H1,,,,,,,,133,,,,,,,72689.683561,5072.834685,31092.796210000004,43915.886361000004,244.43181,471397.15131899994,-1.2143097976324753,1859.7513789999998,9117.235185,6.1523,9079.774371,200299.024906,2.0473521067689227,157212.811761,271098.126413,42.490503887337944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600285_20240813_K1KH.pdf,全文,34,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024H1,190600.71732999998,12.074393260044422,,,,,,133,30.30893909823458,,,,,,,,,,,,,,,,,,,,,,145474.816902,45664.171835,1844.980712,85490.559092,8362.924898000001,4718.992733,-1264.107093,1402.053132,-347.36937,-47.372566,47671.655333999995,47909.665048,41303.284254000006,,,,,,,,,,,,,,,
cash_flow_sheet,600285_20240813_K1KH.pdf,全文,38,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024H1,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177589.998616,29059.921693,349.959949,1684.6238190000001,-60906.390266999995,1708.666859,2000.0,-44491.664369,-76337.917195,-701.2232517789405,-38.067480435402,79.78523976678427,58.282523290947374,,
core_performance_indicators_sheet,600285_20240813_K1KH.pdf;600285_20240813_N4BP.pdf,全文,5,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024H1,190600.71732999998,12.07,41303.284254000006,39409.202735,30.82,0.732,13.89,187,30.3,76.04197272986201,21.67005708718757,14.536877571393722,4.80455324845258,0.5150162526655718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.670946683137648,16.95335291478223
balance_sheet,600285_20241030_MLWU.pdf,全文,5,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024Q3,,,,,,,,135,,,,,,,77243.645221,20.607672,40546.510885,42485.564851999996,1821.37792,488556.257805,2.381541752875434,1252.861907,8494.722656999998,6.3023,3943.1189409999997,198397.44751099998,0.9385722867070506,173653.03383,290158.810294,40.608925654205294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600285_20241030_MLWU.pdf,全文,8,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024Q3,275911.620214,10.06611209575586,,,,,,136,23.107073697544813,,,,,,,,,,,,,,,,,,,,,,213295.58106700002,68971.513463,3568.539276,122563.329838,12062.598994,7448.992762999999,-1319.393267,2122.723158,-1020.340018,-40.890553999999995,66267.666558,66510.505905,57387.309386,,,,,,,,,,,,,,,
cash_flow_sheet,600285_20241030_MLWU.pdf,全文,10,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024Q3,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257611.05657600003,35004.945225,2111.148756,3361.509421,-61750.226471,1097.296809,2000.0,-45038.364147,-71783.955535,,-48.76430250201592,86.02232352728485,62.74154692553889,,
core_performance_indicators_sheet,600285_20241030_MLWU.pdf,全文,1,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024Q3,275911.620214,10.07,57387.309386,54146.912058,22.54,1.024,5.77,189,23.1,75.00231653545256,20.79916363851939,18.661129745857544,5.177496992279986,0.6246165623360735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.42898738816144,-27.762310602102975
balance_sheet,600285_20250426_KEQR.pdf,全文,74,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024FY,,,,,,,,137,,,,,,,122837.7806,20.607672,31937.059537,43497.367893,3419.822714,501684.32077299996,5.132650362007468,3327.477088,8512.831345,6.3223,11428.028801999999,193655.114373,-1.359052222389458,189519.005574,308029.2064,38.600989976049945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600285_20250426_KEQR.pdf,全文,79,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024FY,350083.128692,5.718262020529049,,,,,,137,27.189706752017408,,,,,,,,,,,,,,,,,,,,,,276814.876885,84656.20464400001,3545.129032,159693.004901,16665.650254,13152.531954,-1912.627482,4362.419056000001,-571.904483,-50.175411,81030.16845499999,82757.299686,72255.072015,,,,,,,,,,,,,,,
cash_flow_sheet,600285_20250426_KEQR.pdf,全文,82,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024FY,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382570.21382600005,87586.423313,3569.736017,11511.039218,-66583.232334,4043.30039,10284.444021,-47193.788196,-26189.820156,-184.21437502225234,-334.4292659945366,254.23325527779923,180.1989777512392,,
core_performance_indicators_sheet,600285_20250426_KEQR.pdf;600285_20250426_S7WG.pdf,全文,6,pdfplumber.combined_pages,,600285,羚锐制药,2024,2024FY,350083.128692,5.72,72255.072015,64215.057199,20.2,1.287,24.8,191,27.19,75.81825637805021,20.639404213782996,20.847067701629477,5.486584921740875,1.5600804713118246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.057410048920243,-7.561928640488016
balance_sheet,600285_20250426_Y3H9.pdf,全文,5,pdfplumber.combined_pages,,600285,羚锐制药,2025,2025Q1,,,,,,,,139,,,,,,,57092.961867,0.0,43334.314187,38441.722704,4153.387771,541089.578092,7.8545921583285745,8135.965923000001,8579.15138,22.0523,6370.6958859999995,206702.729635,5.963340779026998,212030.32844100002,334386.84845700004,38.201203276521966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
income_sheet,600285_20250426_Y3H9.pdf,全文,8,pdfplumber.combined_pages,,600285,羚锐制药,2025,2025Q1,102075.587055,12.288585640544303,,,,,,139,13.87345321042979,,,,,,,,,,,,,,,,,,,,,,78033.512223,23714.930575,1410.297117,47088.751737,3749.3615649999997,2279.957217,-209.78598799999997,409.29677999999996,-299.02196299999997,-0.444536,25368.413759,25366.889256,21681.754012,,,,,,,,,,,,,,,
cash_flow_sheet,600285_20250426_Y3H9.pdf,全文,10,pdfplumber.combined_pages,,600285,羚锐制药,2025,2025Q1,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89551.12321,11761.590012,2335.283309,1174.347469,-78577.378902,1134.0271890000001,2000.0,1072.2683769999999,-65744.81873300001,,-17.889759586630937,119.51873990422732,-1.6309549522900801,,
core_performance_indicators_sheet,600285_20250426_Y3H9.pdf,全文,1,pdfplumber.combined_pages,,600285,羚锐制药,2025,2025Q1,102075.587055,12.29,21681.754012,20392.071725,12.38,0.383,6.81,197,13.89,76.76728465718057,21.240881034872245,6.098347413810531,5.906817450661475,0.2077640476920286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.62102072560196,45.83064414620878
core_performance_indicators_sheet,600285_20250820_X3T2.pdf;600285_20250820_6F8S.pdf,全文,5,pdfplumber.combined_pages,,600285,羚锐制药,2025,2025H1,209920.551581,10.14,47438.580653,44249.914075,12.28,0.836,14.65,200,14.85,81.32760208860476,22.59834984984561,14.272746417984584,5.463607251247919,0.6266442873100604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.652063963042778,18.79493986853924
