rule_name,description,formula,table_scope,stock_code,stock_abbr,report_period,report_year,actual_value,expected_value,difference,status
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2022FY,2022,49.44625160738151,49.44625160738151,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2023Q1,2023,47.223390762234516,47.223390762234516,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2023Q3,2023,48.10357769416169,48.10357769416169,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2023H1,2023,47.53567070892365,47.53567070892365,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2023FY,2023,48.70542526699545,48.70542526699545,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2024Q1,2024,49.461843095525424,49.461843095525424,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2024Q3,2024,49.062752561448676,49.062752561448676,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2024H1,2024,49.33271523488111,49.33271523488111,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2024FY,2024,49.69681586114403,49.69681586114403,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2025Q1,2025,49.888682905352205,49.888682905352205,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2025Q3,2025,49.173340681612906,49.173340681612906,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,000766,通化金马,2025H1,2025,49.913133799093664,49.913133799093664,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300391,长药控股,2022FY,2022,53.483864132319546,53.483864132319546,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300391,长药控股,2023Q1,2023,55.46156156136342,55.46156156136342,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300391,长药控股,2023Q3,2023,57.59557071559149,57.59557071559149,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300391,长药控股,2023H1,2023,54.80047141460525,54.80047141460525,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300391,长药控股,2023FY,2023,70.47611275726862,70.47611275726862,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300391,长药控股,2024Q1,2024,72.72116047645954,72.72116047645954,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300391,长药控股,2024Q3,2024,76.15054436404893,76.15054436404893,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300391,长药控股,2024H1,2024,75.04299359017,75.04299359017,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300391,长药控股,2024FY,2024,121.11295773596535,121.11295773596535,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2022FY,2022,16.39597555407588,16.39597555407588,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2023Q1,2023,16.39597555407588,16.39597555407588,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2023Q3,2023,48.04580447084846,48.04580447084846,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2023H1,2023,48.6524841911672,48.6524841911672,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2023FY,2023,46.76917816756125,46.76917816756125,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2024Q1,2024,48.090566782481616,48.090566782481616,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2024Q3,2024,47.54625872451959,47.54625872451959,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2024H1,2024,47.22147870581407,47.22147870581407,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2024FY,2024,48.09107638825343,48.09107638825343,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2025Q1,2025,46.50353030926319,46.50353030926319,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2025Q3,2025,42.835780628082404,42.835780628082404,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300534,陇神戎发,2025H1,2025,44.22155154463206,44.22155154463206,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300147,香雪制药,2022FY,2022,69.86868807004967,69.86868807004967,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300147,香雪制药,2023Q1,2023,69.72172373161418,69.72172373161418,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300147,香雪制药,2023Q3,2023,70.78970630296133,70.78970630296133,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300147,香雪制药,2023H1,2023,70.06869843919164,70.06869843919164,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300147,香雪制药,2023FY,2023,72.06471207217973,72.06471207217973,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300147,香雪制药,2024Q1,2024,72.2700077301009,72.2700077301009,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300147,香雪制药,2024Q3,2024,73.71920415966014,73.71920415966014,0.0,pass
asset_liability_ratio_consistency,校验资产负债率字段与资产负债表金额之间的一致性。,\rho_{AL}=\frac{L}{A}\times 100\%,balance_sheet,300147,香雪制药,2024H1,2024,72.98194187164168,72.98194187164168,0.0,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2022FY,2022,27437.055876,27437.055876,0.0,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2023Q1,2023,9934.29562,9934.29562,0.0,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2023H1,2023,3793.823913,3648.5472069999996,145.27670600000056,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2023Q3,2023,690.21703,690.2170300000007,6.821210263296962e-13,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2023FY,2023,18709.40865,18709.408649999998,3.637978807091713e-12,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2024Q1,2024,-25674.181356999998,-25674.181357,3.637978807091713e-12,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2024H1,2024,-31716.648392000003,-31716.648392,3.637978807091713e-12,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2024Q3,2024,-36311.50987,-36311.50987,0.0,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2025Q1,2025,-21946.994451,-21946.994451,0.0,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2024FY,2024,-28181.218928,-28181.218928000002,3.637978807091713e-12,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2025H1,2025,-19918.764301,-20110.108089,191.34378800000195,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600080,金花股份,2025Q3,2025,-10245.321095000001,-10245.321095000001,0.0,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2022FY,2022,173540.280971,157267.34761900004,16272.933351999964,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2023Q1,2023,94680.264332,98552.09446000002,3871.830128000016,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2023H1,2023,193138.12475,185062.27828399997,8075.846466000017,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2023Q3,2023,119371.69275599999,113742.84527000002,5628.84748599997,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2023FY,2023,39472.741010000005,51917.88267399999,12445.141663999988,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2024Q1,2024,28788.078661000003,29243.99915699999,455.9204959999879,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2024H1,2024,-63166.17561900001,-6304.461472000003,56861.714147000006,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2024Q3,2024,-112856.405524,-112243.26796099999,613.1375630000111,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2024FY,2024,-148046.038775,-151119.00193,3072.963155000005,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2025Q1,2025,58697.812203999994,59219.797827999995,521.9856240000008,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2025H1,2025,32557.665618,34575.93952300001,2018.273905000009,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600085,同仁堂,2025Q3,2025,-601.541819,1605.2517710000102,2206.79359000001,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2022FY,2022,103957.884487,103958.198533,0.31404599999950733,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2023Q1,2023,-61803.41386,-61802.65272300001,0.7611369999940507,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2023H1,2023,-97968.22509400001,-97966.73331400001,1.491779999996652,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2023Q3,2023,-120765.98288599998,-120763.999654,1.9832319999841275,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2023FY,2023,-31971.199469,-31914.950700999994,56.24876800000493,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2024Q1,2024,-45322.481455,-45378.360499999995,55.87904499999422,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2024H1,2024,-87414.39234199999,-87468.99269600002,54.6003540000238,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2024Q3,2024,-108722.15248599999,-108776.965885,54.81339900000603,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2024FY,2024,-97164.249322,-97214.33187900002,50.082557000016095,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2025Q1,2025,-12079.825405,-12087.804649000002,7.979244000001927,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2025H1,2025,-6215.7951060000005,-6224.803701999997,9.008595999996942,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600129,太极集团,2025Q3,2025,-15540.121866,-15549.673769000003,9.551903000003222,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2022FY,2022,-7551.42735,15533.893757000002,23085.321107000003,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2023Q1,2023,-6292.167128,-6292.167128,0.0,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2023H1,2023,-11380.313475,-11380.313474999999,1.8189894035458565e-12,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2023Q3,2023,-10840.776366,-10840.776366,0.0,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2023FY,2023,-7971.776755,-17910.485049,9938.708294,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2024Q1,2024,3034.361393,3034.361393,0.0,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2024H1,2024,10872.465506999999,10872.465507,1.8189894035458565e-12,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2024Q3,2024,15443.972649000001,15443.972649,1.8189894035458565e-12,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2024FY,2024,-3111.060984,-3111.0609839999997,4.547473508864641e-13,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2025Q1,2025,22390.514118,22390.514118,0.0,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2025H1,2025,7459.052541,7459.052541000001,9.094947017729282e-13,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600222,太龙药业,2025Q3,2025,17482.03296,17482.032959999997,3.637978807091713e-12,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2022FY,2022,41506.462952999995,41226.566424000004,279.89652899999055,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2023Q1,2023,3023.00196,3066.831775999999,43.82981599999903,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2023H1,2023,-14158.397196000002,-57911.584158,43753.18696199999,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2023Q3,2023,22281.06928,22176.147234,104.92204599999968,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2023FY,2023,-69924.786274,-69984.994351,60.20807700000296,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2024Q1,2024,16417.377153999998,16411.055967,6.321186999997735,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2024H1,2024,24365.417075,31900.657952,7535.240877,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2024Q3,2024,66240.363146,66298.242687,57.879541000002064,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2024FY,2024,120695.445547,149260.872235,28565.426687999992,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2025Q1,2025,465.574245,470.9306750000005,5.3564300000005005,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2025H1,2025,6751.652729,56209.239652,49457.586922999995,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600252,中恒集团,2025Q3,2025,616.092379,665.2937870000023,49.20140800000229,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2023Q1,2023,24198.794428999998,24199.306419,0.5119900000026973,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2022FY,2022,37804.397363,37800.798511000015,3.5988519999809796,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2023H1,2023,12697.099949,12694.946042,2.15390699999989,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2023Q3,2023,3854.133396,3853.5482800000027,0.5851159999974698,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2024Q1,2024,-2399.799785,-2399.86919,0.06940499999973326,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2023FY,2023,31098.990106,31099.227519999997,0.23741399999562418,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2024H1,2024,-76337.917195,-76338.13294299999,0.2157479999877978,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2024Q3,2024,-71783.955535,-71783.645393,0.310142000002088,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2024FY,2024,-26189.820156,-26190.597216999995,0.7770609999934095,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2025Q1,2025,-65744.81873300001,-65743.520513,1.2982200000114972,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2025H1,2025,-69605.880663,-69603.988617,1.892046000008122,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600285,羚锐制药,2025Q3,2025,-76872.151519,-76869.93832699998,2.213192000024719,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2022FY,2022,42835.165981,42834.568445000004,0.5975359999938519,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2023Q1,2023,58234.038885,58234.208429000006,0.16954400000395253,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2023H1,2023,-71000.566674,-52636.353375000006,18364.213298999995,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2023Q3,2023,-78277.02003300001,-78195.464267,81.55576600000495,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2023FY,2023,-71414.727945,-71419.262411,4.534465999997337,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2024Q1,2024,32152.65375,32158.246941000005,5.593191000003571,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2024H1,2024,134011.876448,134018.69707499997,6.82062699997914,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2024Q3,2024,-63964.188727,-63952.953345999995,11.235381000005873,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2024FY,2024,94704.682416,255105.220507,160400.538091,fail
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2025Q1,2025,-148986.435681,-148986.28005499998,0.15562600002158433,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2025H1,2025,68262.473673,68265.05926699999,2.5855939999892144,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600329,达仁堂,2025Q3,2025,-189574.782797,-189568.990267,5.7925300000060815,pass
cash_flow_equation,校验现金及现金等价物净增加额与三类活动净现金流的勾稽关系。,NCF=OCF+ICF+FCF,cash_flow_sheet,600332,白云山,2022FY,2022,-20866.502958,-20816.17734899998,50.32560900002136,pass
