serial_number,stock_code,stock_abbr,asset_cash_and_cash_equivalents,asset_accounts_receivable,asset_inventory,asset_trading_financial_assets,asset_construction_in_progress,asset_total_assets,asset_total_assets_yoy_growth,liability_accounts_payable,liability_advance_from_customers,liability_total_liabilities,liability_total_liabilities_yoy_growth,liability_contract_liabilities,liability_short_term_loans,asset_liability_ratio,equity_unappropriated_profit,equity_total_equity,report_period,report_year
380,600566,济川药业,474641.66026000003,161001.450293,33855.397914,617879.404082,15211.575944999999,1667603.533165,-9.661470589861997,109073.81528,0.0,314409.56638800004,-16.656260151121568,2488.023988,53177.755451,18.853975788314127,898773.095781,1353193.966777,2025H1,2025
382,600566,济川药业,512989.83035,154963.118231,34474.272696,580388.711156,13873.013013,1653353.1541809998,-10.433451612538521,92635.80204299999,0.0,267576.691417,-31.273737236483534,1767.8261519999999,55555.580499,16.183880058555673,928608.18395,1385776.462764,2025Q3,2025
384,600572,康恩贝,246803.19099699997,12057.288156,17175.368121,0.0,1512.0653140000002,1092996.494951,-3.05336249713973,59364.150237,0.0,360594.033682,-11.95452750848929,11330.23441,71773.366945,32.991325713095335,358040.49577800004,732402.461269,2022FY,2022
387,600572,康恩贝,243011.92396999997,131793.616747,117994.883889,0.0,60378.98931799999,1177327.28703,7.7155592418236125,62110.861257000004,0.0,417437.84983200004,19.148023347839878,3032.6031989999997,113309.971806,35.45639810023049,384435.613714,759889.4371979999,2023Q1,2023
388,600572,康恩贝,252623.937329,15615.559706999999,17541.606701,0.0,1890.159606,1148710.920463,5.097402029134386,57925.09033300001,0.0,409722.562861,19.448795731014012,3638.077227,88253.887499,35.668030621303494,365000.202179,738988.357602,2023H1,2023
390,600572,康恩贝,224423.10341799998,144195.10419800002,131394.20988900002,0.0,47788.09535,1116178.374752,2.1209473139288764,63510.930523,0.0,364380.892061,4.4198962596513685,3342.9714559999998,20715.683334999998,32.6453997231366,375710.753629,751797.482691,2023Q3,2023
392,600572,康恩贝,257000.85891799998,110872.962169,16559.702002,0.0,1079.154131,1123824.151301,2.8072786107739174,70019.148309,0.0,388859.88215799996,13.747205567668102,4365.302992,64815.297921000005,34.601488294039115,364035.906732,734964.269143,2023FY,2023
394,600572,康恩贝,236697.56848699998,147545.202838,127304.293917,0.0,28494.581464,1131039.9054430001,0.6420714605258089,66965.126686,0.0,384338.66891199996,-4.485016187415944,2776.347465,57325.763888,33.980999880058526,385642.20510300004,746701.236531,2024Q1,2024
396,600572,康恩贝,138784.10061700002,143853.839982,18477.828646,0.0,1328.180356,1025445.82376,-8.753889781342737,70904.228333,0.0,329323.68556799996,-13.159520252465814,2539.1104379999997,39867.527699,32.11517156123075,351056.791722,696122.138192,2024H1,2024
399,600572,康恩贝,80316.095093,139087.212034,131492.01050899999,0.0,19874.855877,974919.7613469999,-13.249794443518613,76640.268435,0.0,299435.27394,-22.51079727997447,3525.244936,19639.817280000003,30.71383777535544,352863.436856,675484.4874069999,2024Q3,2024
400,600572,康恩贝,132210.505179,114662.59851099999,17533.851326,0.0,1276.95873,990177.650908,-11.892118552380602,78280.44570499999,0.0,298909.660447,-20.681006568464884,3768.1885039999997,21055.871071,30.187477991741957,363538.68728899996,691267.990461,2024FY,2024
402,600572,康恩贝,77053.420462,133820.86409000002,120220.531049,0.0,15027.815381,996900.154792,0.678918967504005,75347.947424,0.0,285445.558477,-5.249888872855158,2851.789899,6002.529429,28.633314691034155,382478.26975,711454.596316,2025Q1,2025
404,600572,康恩贝,87285.100023,135064.918118,16643.105894,0.0,1392.27169,981473.4644950001,-0.8790530068031803,73919.076008,0.0,289923.61996,-1.8147192229076958,3515.430828,13005.274999,29.539628981123307,357026.55428000004,691549.844535,2025H1,2025
406,600572,康恩贝,83580.111512,140609.503644,114553.103145,0.0,7980.6504939999995,1013325.996583,2.337797227979524,74186.724858,0.0,297195.203314,1.2628788544020022,2494.446015,23128.319443,29.32868635721981,363948.050787,716130.793269,2025Q3,2025
408,600594,益佰制药,68200.553466,26702.847021999998,62345.804847,0.0,15810.301215000001,497045.352286,2.1506402219360234,15146.276441999998,0.0,173860.40415699998,4.107939641874977,3143.9366059999998,62471.62523,34.978780780744664,126381.750895,323184.94812899997,2023Q1,2023
410,600594,益佰制药,59235.539028,29452.719327,62508.456044000006,0.0,14594.198559999999,486580.75094399997,-3.990322359144547,14942.775033000002,0.0,167588.13475599998,8.64633065193567,6751.181029,53711.012892,34.44199846189302,121940.221232,318992.616188,2022FY,2022
412,600594,益佰制药,59235.539028,29452.719327,62508.456044000006,0.0,14594.198559999999,486580.75094399997,-0.08874492819743622,14942.775033000002,0.0,167588.13475599998,0.0,6751.181029,53711.012892,34.44199846189302,121940.221232,318992.616188,2023H1,2023
415,600594,益佰制药,68549.078306,12800.154696,65436.813002999996,0.0,1958.9690010000002,490138.40825,0.7311545512431205,17685.020159,0.0,154988.628375,-21.278332957212474,3153.837989,40596.037499,31.621400356763413,138968.752741,335149.779875,2023Q3,2023
416,600594,益佰制药,69946.872375,22705.574281999998,58665.07957,0.0,498.771529,478035.391687,-1.8433921614674058,13505.757963999999,0.0,157899.89043,-20.731868150786653,2952.005754,44604.541803,33.031004226019114,130452.229081,320135.501257,2023FY,2023
418,600594,益佰制药,77059.992585,21436.989672,61425.84795,0.0,724.785767,470579.83618900005,-1.5596241675096658,18231.057373,0.0,157581.559127,15.431159158811619,2889.376199,44600.82625,33.48667898802832,123606.74823599998,312998.277062,2024Q1,2024
420,600594,益佰制药,76022.407448,22058.739936,60139.30511,0.0,6.8807339999999995,440585.814533,-4.163261885163953,17372.239152000002,0.0,155080.48370399998,14.80901578715354,4746.939228,42666.861393,35.19870104496622,96470.493955,285505.330829,2024H1,2024
423,600594,益佰制药,61987.898272000006,23975.499902,55283.426339,0.0,546.763729,416715.749104,-9.355506242209024,12742.38092,0.0,139038.185905,-6.709732877178204,2537.079073,29082.591668,33.36523426435225,90204.709434,277677.56319899997,2024Q3,2024
424,600594,益佰制药,45707.455737000004,23381.688098,59227.609103999996,0.0,696.463408,399490.280873,-2.556245603695929,11392.858008,0.0,140022.03448099998,-3.6529989693663634,2445.90618,40595.268338,35.05017297918037,74459.72960800001,259468.246392,2025Q1,2025
426,600594,益佰制药,52100.730987,19136.148024000002,60777.490596,0.0,69.942657,409970.124148,-10.822822417638578,12448.329723,0.0,149359.094003,2.08940056778592,2712.441357,38092.898610000004,36.4317020205797,75398.30155399999,260611.03014499997,2024FY,2024
428,600594,益佰制药,69514.675666,19079.687551,57151.12128099999,0.0,6.8807339999999995,405232.153848,-1.1556867246964488,10072.242398999999,0.0,146855.565471,4.404935422749897,3563.037756,51091.190783,36.23986005959552,73408.095795,258376.588377,2025H1,2025
430,600594,益佰制药,59369.56018099999,17413.685288,54549.52398,0.0,630.321037,383818.852158,-6.378823833650698,9168.449289,0.0,132272.472052,-8.490485041048647,2101.290793,41389.461061,34.462213439570625,66742.039375,251546.380106,2025Q3,2025
433,600613,神奇制药,65649.048819,36104.910995,245.669955,0.0,5383.302065,338108.550875,7.371152420290129,16680.191408000002,0.0,100790.900578,61.38654600883219,8283.080426999999,2108.464691,29.810219326651332,73579.609385,237317.650297,2022FY,2022
435,600613,神奇制药,64627.835771000005,41263.550353,20220.435243,2006.288573,5567.5419409999995,317567.71925,-6.075218024460439,18164.54225,0.0,77716.240762,-29.889416032638543,3944.222766,1993.1695960000002,24.472336465917415,75958.694046,239851.47848800002,2023Q1,2023
436,600613,神奇制药,71723.79162799999,40683.712993,257.84369100000004,2002.578595,5619.824332,326372.988581,-3.470945133930873,21641.281636,0.0,90037.319578,-12.49538512210099,3066.9610079999998,2420.0,27.58724610436146,71712.464956,236335.66900300002,2023H1,2023
439,600613,神奇制药,70813.885816,43254.633277999994,25174.525804,2057.1753129999997,5918.127978,321191.058664,-5.003568282203683,23508.425547,0.0,82076.451901,-22.484303606598154,4286.576879,2720.0,25.5537785648201,74820.483192,239114.60676300002,2023Q3,2023
441,600613,神奇制药,75692.81219,39832.803901,22344.309005000003,2088.980165,6872.458128,329234.307529,0.3966473012814669,25552.015725999998,,87663.973331,-1.7534773889015025,4391.116929,2601.075602,26.626621626690067,76265.47231499999,241570.334198,2024Q1,2024
443,600613,神奇制药,71527.699264,39317.980542000005,238.86381699999998,2089.767962,6395.460597,327933.567882,-3.1540416314835666,24985.249843,0.0,88876.963545,-11.403774348965886,2967.21295,1799.895168,27.102124408618185,73891.954712,239056.604337,2023FY,2023
444,600613,神奇制药,76365.52547200001,37728.880755,252.540374,2094.27615,8156.835219,315021.281165,-3.937470262771704,23496.448455,0.0,76708.777238,-15.145269468009387,2011.212876,3500.0,24.350347682644944,72334.940917,238312.503927,2024H1,2024
446,600613,神奇制药,85354.440334,37844.971139999994,22869.04396,2059.141564,10091.781041,321129.13685300003,-2.074941907578184,22082.158197,0.0,78859.536489,-12.527818038705343,1924.078232,3200.0,24.55695464504011,74486.61742899999,242269.60036399998,2024Q3,2024
448,600613,神奇制药,77521.091669,33745.997794,22375.483003999998,2109.742662,15554.969944999999,312256.629908,0.2167546994840975,21353.751512,,67241.152145,-2.4106292968644807,5660.646519,3200.9655559999997,21.533938979874094,76716.93727899999,245015.477763,2025Q1,2025
450,600613,神奇制药,77939.257639,32288.157724,249.738156,2087.37712,14124.513983,311581.26287800004,-4.986468786837948,22384.744142,0.0,68900.52661900001,-22.616007280404943,3539.6805520000003,2703.235556,22.113180357054425,75217.487596,242680.73625900003,2024FY,2024
452,600613,神奇制药,68153.17971,30948.302132,278.2307,4000.0,17308.671626,300401.274825,-3.5881451759111718,21518.963673,0.0,61447.931659,-10.410302379711046,4617.559005,3200.0,20.455283252308686,70487.227862,238953.34316599998,2025H1,2025
454,600613,神奇制药,61108.659091999994,31759.546354000002,21894.65764,21065.331507,17644.808697,308618.241678,-0.9509625747810745,24242.68793,,67677.79906599999,0.5452243610732006,6406.766418,3200.0,21.92929319343745,72236.573611,240940.44261199998,2025Q3,2025
456,600671,天目药业,2710.795456,3076.896437,4922.116911,0.0,40.501062,28420.962452,-5.212850819216231,4672.430292,0.0,28970.377038,-2.069786825533447,395.657304,10450.381803,101.93313152898288,-24243.05876,-549.414586,2023Q1,2023
459,600671,天目药业,4239.249634000001,3080.602981,4756.071766,0.0,11.0033,29983.982742,-25.53312830239001,4722.261709,0.0,29536.009911,-11.917365006910705,358.395469,10464.276248999999,98.50595954895445,-23337.548667,447.972831,2022FY,2022
460,600671,天目药业,682.272427,3074.245753,4704.85273,0.0,41.685814,25660.584853,-14.419024737977884,3861.4908549999996,0.0,27576.924779,-7.4460335239466255,295.53648799999996,10457.930129,107.46802902964995,-25679.652853,-1916.339926,2023H1,2023
463,600671,天目药业,10094.641136,2951.1700079999996,4184.8675490000005,0.0,44.96015,34044.250183,13.541454702455471,3970.5120850000003,0.0,36280.400244,32.34362638224851,334.185445,10250.0,106.56836337701637,-26083.348619999997,-2236.150061,2023Q3,2023
465,600671,天目药业,9796.261242,3668.3351799999996,4294.639219,0.0,1.74,34628.855633,14.450886972804614,5121.913145,0.0,29034.009574,-0.38081100909366394,339.044062,10263.931220999999,83.84339893210817,-27161.015827999996,5594.846059,2023FY,2023
467,600671,天目药业,5592.069346,3994.33891,4536.13889,0.0,1.74,31267.931964,-9.705558002318638,5850.048632999999,0.0,26682.93189,-9.786530597656323,380.76355099999995,7245.0,85.33641406384378,-28133.294176,4585.0000740000005,2024Q1,2024
468,600671,天目药业,7131.086517,3147.338429,5321.748584,0.0,552.7433900000001,33314.822508,-3.794618970162495,5083.665484,0.0,29201.335868000002,2.6976915939394965,276.452246,7256.518604000001,87.65268330932213,-29011.088723,4113.48664,2024H1,2024
471,600671,天目药业,3042.618181,6403.556053,4673.249913000001,0.0,97.03254799999999,36635.129879,5.7936487051801295,6986.977762,0.0,30984.091842,4.508405130061789,357.437179,8745.0,84.57481096514609,-27530.570433999997,5651.038036999999,2024Q3,2024
472,600671,天目药业,6572.498587,9656.511872,5232.304059,0.0,125.335094,44146.323769,27.484212117394414,8224.094273,0.0,35644.433638,29.950354180356513,245.40630299999998,12688.670677,80.7415671223566,-25636.433055,8501.890131,2024FY,2024
474,600671,天目药业,3324.6867030000003,11214.518252,5708.11319,350.0,183.148752,43021.951916000005,-2.5469206878547435,7452.730591,0.0,34225.985495,-5.398370327247997,439.238384,12482.494,79.55470165980833,-25127.002250999998,8795.966421,2025Q1,2025
476,600671,天目药业,2536.7141739999997,11343.144603,4579.842686,0.0,909.3268099999999,40470.69478,-8.326013754243945,6927.600458,0.0,31152.021606,-13.6198344058863,235.600507,13256.324375,76.9742693456176,-24611.652181,9318.673174,2025H1,2025
479,600671,天目药业,1174.034634,15282.015254,4149.878104,0.0,1325.287417,42972.73072,-2.658416259394427,7057.986273,0.0,33543.03321,-4.557910487485777,332.03720400000003,15618.094,78.05655504780079,-24215.553395,9429.69751,2025Q3,2025
480,600750,江中药业,137131.904698,31922.599564999997,38222.494949,137284.54360799998,44567.412309,624365.908884,4.102621553119738,18181.643056,0.0,174828.17116300002,25.909093510770415,34860.321383999995,0.0,28.00091559699187,252414.141243,449537.737721,2022FY,2022
483,600750,江中药业,209633.425574,38329.883255,35536.286558,66712.887216,46733.960023,631694.9481060001,1.173837187091152,20584.654204,0.0,156110.938272,-11.102785038240455,17016.277213,0.0,24.713026238386853,276497.24731999997,475584.009834,2023Q1,2023
484,600750,江中药业,262733.70343,35282.596292,36907.098759,17853.000631,52850.508902999994,616964.0179720001,-1.1855052953211702,15778.326995,0.0,160091.47891600002,-8.615352022686325,19978.365448,0.0,25.948268335361096,256193.642419,456872.53905600007,2023H1,2023
487,600750,江中药业,256956.767765,26262.777273,41427.95029,23200.458333000002,49287.919122,623972.2530489999,-0.06304889959538716,17089.345445,0.0,152540.666632,-12.441643832494735,14248.691184000001,0.0,24.44670670636714,270441.112667,471431.586417,2023Q3,2023
488,600750,江中药业,133292.851342,25177.046839,40616.679981,5001.512329,7089.598933,612854.335358,-2.353357504756971,11835.298014,0.0,165343.691349,-5.468218928077842,29216.028511,0.0,26.979280688683417,243728.93054600002,447510.64400900004,2023FY,2023
491,600750,江中药业,133669.359622,24832.686172,35755.217204,10063.541667,7235.849896,652711.9870399999,6.50360932157182,14069.455337000001,0.0,176621.411128,4.438412722581828,27684.365948000002,0.0,27.059624250040958,270406.88228200004,476090.575912,2024Q1,2024
492,600750,江中药业,114506.325004,29561.765325,12836.733606,5001.512329,5010.8208859999995,614417.946051,0.2551357806886751,11967.417965999999,0.0,166770.587245,-1.2992251334546363,23715.086468,0.0,27.14285745018866,248565.261873,447647.35880600003,2024H1,2024
495,600750,江中药业,90797.53610299999,29576.376755,44240.161239999994,5001.512329,6738.580615000001,612675.209197,-0.029228178812728146,11355.917496,0.0,189475.777787,13.214165199255676,19372.334699000003,0.0,30.925974307877667,231667.56948499999,423199.43141,2024Q3,2024
496,600750,江中药业,100737.95007400001,44061.065015,46097.110824,1000.515278,9931.338254,650793.96556,1.6641704152172532,16274.591022999999,0.0,203629.809284,4.058134730108512,28848.144591000004,0.0,31.289443366116508,249174.655008,447164.156276,2024FY,2024
498,600750,江中药业,162016.349621,53327.789211,42682.575823,10002.341803,8094.572839,668447.089763,2.7125519192252643,18080.231606999998,0.0,190566.363633,-7.955221953815332,17354.458172,0.0,28.5088179081707,277666.081398,477880.72613,2025Q1,2025
500,600750,江中药业,152895.525778,50037.616765,51012.544827,15003.642312,14169.084266,663562.825743,1.962043420610475,18493.728890000002,0.0,205747.47391,0.9698097315811058,14093.513272999999,0.0,31.006479858123736,256958.683796,457815.35183299996,2025H1,2025
502,600750,江中药业,199873.652313,48216.345899,53052.986257,11022.845849,19023.163755,689149.162719,5.89360061536462,17880.902599,0.0,244400.542511,22.427624871547767,10327.659436,0.0,35.464099172192434,241320.13665700002,444748.620208,2025Q3,2025
504,600771,广誉远,24639.845033,89632.943495,41252.579874,0.0,0.0,271969.467055,-12.338115627767166,15670.43782,469.577667,99569.647241,-11.210798995728945,3878.1213390000003,16500.0,36.61059762302809,-41117.139877,172399.81981400002,2022FY,2022
506,600771,广誉远,27565.181006,79875.97104,38748.25426,0.0,0.0,274798.39575900004,1.0401640796788154,11102.986087000001,470.769867,101437.944116,-1.5984073508154335,2387.739598,22100.0,36.91358671720985,-40138.094566,173360.451643,2023Q1,2023
508,600771,广誉远,26760.056538999997,66819.404761,44237.214364,0.0,17.86122,268850.392459,-1.1468473390688574,17895.513583,461.24853099999996,95474.779579,15.462828045239513,3942.107083,8600.0,35.51223366488483,-40110.732976,173375.61288,2023H1,2023
510,600771,广誉远,22761.785887000002,57393.343779999996,45873.78761,0.0,36.716018,254568.38556700002,-6.398174646744812,13855.767506,629.183371,79716.591891,-4.616124021167103,2631.738987,5600.0,31.31441153364244,-38668.424656,174851.793676,2023Q3,2023
512,600771,广誉远,25876.333343000002,0.0001,56953.000823,,,262841.354442,-2.6814281159825537,7644.62972,-469.577667,112054.983697,-1.3017973373233822,6901.739308,5606.416667,42.63217404844361,-60867.431623000004,150786.370745,2023FY,2023
515,600771,广誉远,38521.785886,46308.025456999996,55102.072810000005,0.0,0.0,260567.398981,-0.8651437159983739,6151.845458,0.0,104818.835122,-7.191151808555745,4448.313158,5600.0,40.22714872693769,-56737.070229,155748.563859,2024Q1,2024
517,600771,广誉远,16753.884019,41162.538411,69382.46843400001,0.0,0.0,238664.40605100003,-9.19830459796804,5369.591937,0.0,81020.06162000001,-29.89463613169456,4191.953611999999,5606.416667,33.94727473634543,-54907.126489999995,157644.344431,2024H1,2024
519,600771,广誉远,13704.764103,38139.505041000004,76154.14371799999,0.0,0.0,240275.09262399998,-8.585506594237092,6914.794743,0.0,81455.995925,-29.501714694963837,4076.6153560000002,5606.416667,33.901140162067605,-53771.010652,158819.096699,2024Q3,2024
520,600771,广誉远,11667.213381,28103.890081,76694.776139,0.0,0.0,227587.646056,-13.412542505284975,7270.742187999999,,68516.560202,-39.27492135677902,5083.204409,1994.8920170000001,30.105570925910836,-53422.129797,159071.085854,2024FY,2024
523,600771,广誉远,23133.559972,33560.588274,71573.760364,0.0,0.0,240420.32003099998,5.638563514929271,10482.869619,0.0,74786.54107,10.243905568290206,3544.5116740000003,3366.60276,31.106580783336856,-47063.695451,165633.778961,2025Q1,2025
525,600771,广誉远,34293.251612,34973.559962,46.343282,0.0,0.0,245398.205496,7.825802388068798,5702.553494,0.0,78487.753474,15.308600219379429,3675.745471,3014.469543,31.983833506589903,-45736.419441000005,166910.452022,2025H1,2025
526,600771,广誉远,29643.537669999998,29165.44276,74195.334073,0.0,10.201887,246051.30550500003,8.1127687591869,13617.265157,0.0,78883.91414600001,16.207011767521283,4340.022514,1843.5910579999997,32.05994537769157,-45533.731075,167167.391359,2025Q3,2025
528,600976,健民集团,21933.442378,63834.17791599999,36288.210817,64137.643399,498.72683499999994,343765.925629,20.36297516402958,31214.631208999996,7.936508,156982.493423,16.255874711194572,8251.639265,2251.5625,45.66551880782364,106864.641492,186783.432206,2022FY,2022
530,600976,健民集团,36616.167394,89211.217539,34716.557045999994,70920.074609,1944.857309,366615.07107199996,6.646716192476642,33228.615381999996,0.0,169678.327543,7.910880847569539,3806.239353,7846.068842000001,46.282420154428586,116820.653203,196936.743529,2023Q1,2023
532,600976,健民集团,39934.20692,91588.101843,2532.6773120000003,45551.025858,1784.382,368872.860912,7.303497354213046,39628.449729,7.936508,171317.527792,9.01701230246358,3536.552405,8846.068842,46.44351643773281,116761.93258,197555.33312,2023H1,2023
534,600976,健民集团,12386.457526,94278.73198,33017.399336,79567.569068,4108.618886,391616.913186,13.835328401748948,40461.357673,-0.0,177287.452805,12.10111058265652,3027.511626,8846.068842,45.27063230305291,132740.828488,214329.46038099998,2023Q3,2023
536,600976,健民集团,30512.213314999997,85846.244399,45084.516625,69445.58732400001,1907.3251100000002,416795.121696,21.15413802870257,40334.650369,7.936508,191146.663941,21.077723667562854,4119.120351,7944.506342000001,45.86106074447235,143374.200307,225648.457755,2023FY,2023
538,600976,健民集团,30528.762399,102541.536876,46032.822319,63783.276688,4767.734643,433356.91076999996,3.973604347048891,45948.928464,7.936508,197605.380923,2.5219194246398047,3040.258374,8439.506342,45.59876074709171,153326.595326,235751.52984699997,2024Q1,2024
540,600976,健民集团,18634.846456,105974.392828,3650.828321,56289.413929999995,2681.1360600000003,407309.4035,-2.275870734139403,46912.038313,-0.0,175407.188894,-9.80263419457744,2936.183437,9439.506342,43.064851286695124,148902.121109,231902.214606,2024H1,2024
542,600976,健民集团,19919.472346000002,96817.317564,32592.260844,85869.808826,14357.918451,420532.428248,0.8966771340298684,51530.165127,7.936508,179904.855239,-7.4570437867318455,3138.132902,15089.302175,42.780257396203694,157127.93228,240627.573009,2024Q3,2024
544,600976,健民集团,16317.38879,80766.733299,35431.161283999994,95419.125172,20667.982583,427762.940613,2.6314652802005876,52737.813951,8.583333,182729.016333,-6.022770783252311,6143.141425,14089.506341999999,42.71735556875091,161184.234005,245033.92428,2024FY,2024
546,600976,健民集团,27204.305816000004,86831.951326,30617.836005,93188.9988,22743.370381,427768.32097199996,0.0012577898852654322,49502.983631999996,0.0,171730.41076,-7.250212798000767,2986.802919,10500.0,40.14565883929511,172201.980346,256037.910212,2025Q1,2025
548,600976,健民集团,17076.897458000003,90708.907938,29633.2117,88797.907479,2824.8012280000003,432547.249296,1.1184486145863621,54428.14455,8.583333,179235.63608199998,-3.36637941425946,2292.5466300000003,5500.0,41.4372386770967,169440.92252300002,253311.61321399998,2025H1,2025
550,600976,健民集团,17522.00758,86558.320316,30965.822606,94776.631681,24740.461350999998,433751.444131,1.399958469852079,51168.084664999995,8.583333,173733.086495,-6.94589050477763,2166.888469,5500.0,40.0536041656451,175952.092198,260018.357636,2025Q3,2025
552,600993,马应龙,249358.21292600004,24746.623313999997,12647.906054000001,65450.054011,408.25234700000004,505761.562325,22.551802463400104,6337.704996,0.0,143875.452744,28.958092866023765,10275.094815999999,8810.0,28.447288892932182,266669.148453,361886.109581,2022FY,2022
555,600993,马应龙,220899.25477600002,35333.53426,34300.880407,79813.137226,5230.576275,504401.69026400003,-0.2688761191634657,16249.863123,0.0,128665.069543,-22.38091311154498,8327.341304000001,5300.0,25.508453287628296,285342.59095700004,375736.620721,2023Q1,2023
557,600993,马应龙,249358.21292600004,24746.623313999997,33620.107423,67434.871639,2571.410086,505761.562325,-0.6093566651780761,15147.336941,0.0,143875.452744,0.0,10275.094815999999,8810.0,28.447288892932182,266669.148453,361886.109581,2023H1,2023
559,600993,马应龙,200027.611534,50580.078915,28229.648947,85455.488898,10317.037869,501036.443283,-0.9342582343107552,17023.228253,0.0,116602.405471,-34.11611895817136,7859.295264,3600.0,23.272240379756084,293333.259051,384434.03781199997,2023Q3,2023
560,600993,马应龙,298809.59499099996,24637.281049,9812.964881,4628.055336,1356.450578,482952.36224700004,-5.082397051886877,21001.371552,0.0,95961.798437,-20.633883007064462,9185.714753,4580.0,19.86982691015838,295745.277102,386990.56380999996,2023FY,2023
563,600993,马应龙,241495.22643600003,23211.229814,29125.452939,61512.30005599999,22156.445439,501216.80959099997,3.7818320753256405,22730.922222999998,0.0,96872.982824,3.501662427506086,13151.875638,4680.0,19.327560642479195,315511.86664,404343.826767,2024Q1,2024
564,600993,马应龙,244086.74934,26314.233766999998,29191.300739,69942.735749,1808.8414579999999,519333.140964,7.5329952933108295,21071.048914,0.0,121132.95989200001,37.641338189597114,8582.891889,3580.0,23.324712085030775,309694.322765,398200.181072,2024H1,2024
566,600993,马应龙,232920.260588,31054.496714999997,31605.883622,68457.168551,29961.699834,512475.926886,6.113142195151013,18985.181827,0.0,99430.739757,22.57755329470878,6836.727841,3280.0,19.40203130343688,324253.543687,413045.18712899997,2024Q3,2024
568,600993,马应龙,301529.542146,25996.607008000003,27762.728926999996,14213.645987,1503.503839,518193.67297700007,7.2970573259099805,19562.848878999997,180.435394,98065.91386,18.10166751059722,8684.268926,3180.0,18.924567970236996,331312.50740999996,420127.759117,2024FY,2024
571,600993,马应龙,174933.883974,25739.490744,27073.064259,116647.516969,7485.2875189999995,544762.592772,5.127218100206174,18762.437297,167.540324,103683.701235,7.306670033724159,10897.757731,1200.0,19.032823217066014,351669.721416,441078.89153699996,2025Q1,2025
572,600993,马应龙,170750.43174,27698.188861000002,28091.841177,125385.53980999999,1829.5909190000002,563292.613938,8.703105289168919,21316.013903,167.540324,136286.933399,50.03429112251955,9272.543367,1200.0,24.194695621199944,338909.394464,427005.68053899996,2025H1,2025
574,600993,马应龙,154072.95291400002,31889.859732,32878.464277,110762.957842,3268.584387,534133.058838,3.07595146220696,18805.377665,167.540324,90982.180203,-6.771836740081694,7790.8672,1400.0,17.033617129209453,354688.23791100003,443150.87863500003,2025Q3,2025
576,603139,康惠制药,22312.605068,17375.378603999998,12775.31086,850.1615800000001,71104.08549700001,191851.527453,5.314624404524766,14700.061812,0.0,88428.92251599999,6.725639899470516,955.461558,13401.640889,46.09237345668953,40197.1231,103422.604937,2023Q1,2023
578,603139,康惠制药,22627.281083,16040.664680000002,12276.664972,-11804.312478,74479.681213,182169.882424,-2.0712453805182984,15555.152890000001,0.0,79575.41140299999,13.596771592197795,795.3536349999999,8384.471195,43.681979888304696,39376.490025,102594.471021,2022FY,2022
580,603139,康惠制药,25395.872632,19629.299497,7254.91342,953.72293,62988.164795000004,218807.155559,20.111597289022136,24620.986502,0.0,109979.474994,87.68606783973091,4488.856011,23108.624007,50.263198528872934,40636.403856,108827.680565,2023H1,2023
582,603139,康惠制药,22262.616581000002,22061.486698,25531.691045,290.8431,50451.66536,213885.48960899998,17.409907040057238,22228.45351,0.0,106501.481863,79.36906475089873,2185.651411,25218.624007,49.79369196933057,40298.654587,107384.007746,2023Q3,2023
584,603139,康惠制药,9419.618165,20635.967221000003,21839.476975,251.499952,6322.522925,197257.883115,-3.8575067918733543,25592.273606,0.0,95560.813738,-13.419807158966357,912.50365,16006.919891999998,48.444610795244465,36846.741829,101697.06937699999,2024Q1,2024
586,603139,康惠制药,16375.459721000001,24391.471971,19934.617162000002,301.9512,6156.684646,205172.423278,12.626972443480874,25931.067893,0.0,103180.348093,95.43289588682399,568.9601269999999,20055.900864,50.28957909864668,36738.111928,101992.07518500001,2023FY,2023
588,603139,康惠制药,17336.8239,20355.983228999998,22404.899971000003,184.6024,6460.288955,203888.845003,-0.625609550490522,22810.986608000003,0.0,103557.60923999999,-13.833493371403074,908.710221,19537.233777,50.791208924880735,35867.914675,100331.235763,2024H1,2024
591,603139,康惠制药,12505.64725,22127.200832,21453.027053,184.6024,7209.538087000001,200720.455441,-2.169866576546583,21305.149703,0.0,103285.244112,-12.794777961772313,1568.8922910000001,18994.533777,51.45725874578826,32909.268181,97435.211329,2024Q3,2024
592,603139,康惠制药,10491.934255,22006.360523,18891.266812,35.918,2067.31958,191779.969098,1.5868813459422089,23128.388117,0.0,103835.14885,13.204980117994856,1137.5609769999999,23209.130913999998,54.14285409387046,26051.623252,87944.820249,2025Q1,2025
594,603139,康惠制药,9760.012136,21440.558688999998,19549.256552000003,35.918,2388.2421,188784.188034,-7.987542858912692,23010.907425,0.0,98093.749297,-15.371901437993547,620.688563,18750.957894,51.960786715534326,27775.557866000003,90690.438737,2024FY,2024
596,603139,康惠制药,11328.026505,20296.362806,20139.216981,22.46,2577.971984,186625.21821400002,-1.143617928219253,22304.764297,0.0,101737.174873,7.808293508761219,1499.995142,22383.206831,54.51416258028948,23755.19762,84888.043341,2025H1,2025
599,603139,康惠制药,7849.490873000001,18400.089373,18742.015309000002,22.46,2744.539558,188638.758581,-0.07703476361791377,22619.122413,0.0,114097.39258900001,27.410179473417806,1726.868989,23545.297801,60.48459682796709,14525.163708000002,74541.36599199999,2025Q3,2025
